comuna|fraccion|radio|manzana|nombre
10|8|2|26|NULL
10|9|7|26|NULL
10|10|4|26|NULL
10|11|2|26|NULL
10|12|8|26|NULL
10|13|6|26|NULL
10|14|5|26|NULL
10|15|4|26|NULL
10|17|6|26|NULL
10|18|12|26|NULL
10|19|8|26|NULL
11|1|6|26|NULL
11|2|6|26|NULL
11|3|4|26|NULL
11|4|4|26|NULL
11|5|6|26|NULL
11|6|4|26|NULL
11|7|4|26|NULL
11|8|7|26|NULL
11|9|3|26|NULL
11|10|4|26|NULL
11|11|5|26|NULL
11|12|8|26|NULL
11|13|10|26|NULL
11|14|5|26|NULL
11|15|6|26|NULL
11|16|10|26|NULL
11|17|4|26|NULL
11|18|6|26|NULL
11|19|8|26|NULL
11|20|8|26|NULL
11|21|8|26|NULL
11|22|9|26|NULL
12|1|6|26|NULL
12|2|4|26|NULL
12|3|5|26|NULL
12|4|5|26|NULL
12|5|3|26|NULL
12|6|1|26|NULL
12|7|5|26|NULL
12|8|4|26|NULL
12|9|7|26|NULL
12|10|4|26|NULL
12|11|8|26|NULL
12|15|8|26|NULL
12|17|5|26|NULL
12|18|6|26|NULL
12|19|4|26|NULL
12|21|5|26|NULL
12|22|4|26|NULL
13|1|4|26|NULL
13|2|1|26|NULL
13|3|5|26|NULL
13|4|14|26|NULL
13|10|7|26|NULL
13|11|2|26|NULL
13|12|10|26|NULL
13|18|6|26|NULL
13|19|12|26|NULL
13|24|7|26|NULL
13|29|8|26|NULL
14|6|1|26|NULL
14|7|1|26|NULL
14|9|13|26|NULL
14|11|12|26|NULL
14|13|6|26|NULL
14|21|10|26|NULL
14|22|9|26|NULL
14|31|8|26|NULL
15|1|3|26|NULL
15|2|2|26|NULL
15|3|3|26|NULL
15|4|7|26|NULL
15|5|7|26|NULL
15|6|6|26|NULL
15|7|3|26|NULL
15|8|8|26|NULL
15|10|2|26|NULL
15|11|8|26|NULL
15|14|6|26|NULL
15|15|1|26|NULL
15|16|10|26|NULL
15|17|9|26|NULL
4|27|7|26|NULL
8|18|2|26|NULL
7|5|10|26|NULL
10|16|10|26|NULL
12|16|19|26|NULL
12|20|9|26|NULL
15|12|10|26|NULL
1|2|23|26|NULL
1|2|12|27|NULL
1|7|2|27|NULL
1|9|9|27|NULL
1|12|11|27|NULL
1|13|1|27|NULL
1|14|1|27|NULL
1|15|3|27|NULL
1|24|6|27|NULL
1|27|3|27|NULL
1|28|10|27|NULL
2|1|2|27|NULL
2|2|3|27|NULL
3|26|7|27|NULL
3|27|7|27|NULL
4|2|9|27|NULL
4|3|1|27|NULL
4|4|4|27|NULL
4|5|8|27|NULL
4|6|8|27|NULL
4|7|7|27|NULL
4|8|9|27|NULL
4|11|2|27|NULL
4|15|9|27|NULL
4|16|10|27|NULL
4|20|7|27|NULL
4|21|7|27|NULL
4|22|7|27|NULL
5|17|10|27|NULL
5|20|7|27|NULL
5|21|7|27|NULL
5|22|5|27|NULL
6|1|10|27|NULL
6|2|4|27|NULL
6|4|8|27|NULL
6|7|3|27|NULL
7|1|9|27|NULL
7|2|5|27|NULL
7|5|5|27|NULL
7|12|7|27|NULL
7|13|9|27|NULL
7|14|7|27|NULL
7|15|1|27|NULL
7|16|1|27|NULL
7|20|7|27|NULL
7|22|4|27|NULL
7|23|8|27|NULL
7|24|4|27|NULL
8|1|2|27|NULL
8|2|10|27|NULL
8|3|2|27|NULL
8|4|6|27|NULL
8|5|6|27|NULL
8|6|6|27|NULL
8|8|5|27|NULL
8|9|3|27|NULL
8|10|5|27|NULL
8|12|4|27|NULL
8|13|3|27|NULL
8|14|1|27|NULL
9|2|11|27|NULL
9|3|3|27|NULL
9|4|2|27|NULL
9|5|8|27|NULL
9|6|8|27|NULL
9|7|3|27|NULL
9|8|3|27|NULL
9|9|7|27|NULL
9|10|7|27|NULL
9|11|7|27|NULL
9|12|3|27|NULL
9|13|4|27|NULL
9|14|2|27|NULL
9|15|1|27|NULL
9|16|2|27|NULL
10|1|6|27|NULL
10|2|4|27|NULL
10|3|4|27|NULL
10|4|5|27|NULL
10|5|2|27|NULL
10|6|3|27|NULL
10|7|6|27|NULL
10|8|2|27|NULL
10|9|6|27|NULL
10|10|4|27|NULL
10|11|2|27|NULL
10|12|7|27|NULL
10|14|5|27|NULL
10|15|3|27|NULL
10|16|4|27|NULL
10|17|7|27|NULL
10|18|12|27|NULL
10|19|8|27|NULL
11|1|3|27|NULL
11|2|6|27|NULL
11|3|6|27|NULL
11|4|4|27|NULL
11|5|8|27|NULL
11|6|4|27|NULL
11|7|4|27|NULL
11|8|7|27|NULL
11|9|3|27|NULL
11|10|4|27|NULL
11|11|4|27|NULL
11|12|8|27|NULL
11|13|11|27|NULL
11|14|5|27|NULL
11|15|7|27|NULL
11|17|6|27|NULL
11|18|6|27|NULL
11|19|8|27|NULL
11|20|8|27|NULL
11|21|9|27|NULL
11|22|10|27|NULL
12|2|4|27|NULL
12|3|5|27|NULL
12|4|7|27|NULL
12|5|6|27|NULL
12|6|1|27|NULL
12|7|5|27|NULL
12|8|4|27|NULL
12|9|7|27|NULL
12|10|4|27|NULL
12|11|7|27|NULL
12|15|7|27|NULL
12|16|6|27|NULL
12|17|5|27|NULL
12|18|5|27|NULL
12|19|4|27|NULL
12|21|6|27|NULL
12|22|4|27|NULL
13|1|5|27|NULL
13|3|5|27|NULL
13|4|13|27|NULL
13|10|7|27|NULL
13|11|5|27|NULL
13|13|13|27|NULL
13|18|6|27|NULL
13|19|12|27|NULL
13|24|7|27|NULL
13|29|8|27|NULL
14|9|12|27|NULL
14|11|13|27|NULL
14|13|7|27|NULL
14|21|10|27|NULL
14|31|8|27|NULL
15|1|2|27|NULL
15|2|3|27|NULL
15|3|2|27|NULL
15|4|7|27|NULL
15|5|3|27|NULL
15|7|2|27|NULL
15|8|10|27|NULL
15|10|2|27|NULL
15|11|8|27|NULL
15|12|8|27|NULL
15|14|10|27|NULL
15|15|1|27|NULL
15|16|9|27|NULL
15|17|11|27|NULL
4|27|7|27|NULL
8|18|3|27|NULL
6|3|11|27|NULL
7|3|12|27|NULL
12|20|9|27|NULL
13|2|12|27|NULL
14|7|16|27|NULL
14|22|12|27|NULL
1|1|1|28|NULL
1|9|6|28|NULL
1|12|11|28|NULL
1|13|1|28|NULL
1|14|2|28|NULL
1|15|4|28|NULL
1|24|6|28|NULL
1|27|4|28|NULL
1|28|10|28|NULL
2|2|3|28|NULL
3|26|7|28|NULL
3|27|6|28|NULL
4|2|9|28|NULL
4|3|2|28|NULL
4|4|4|28|NULL
4|5|8|28|NULL
4|6|9|28|NULL
4|7|8|28|NULL
4|8|9|28|NULL
4|11|3|28|NULL
4|12|1|28|NULL
4|16|9|28|NULL
4|17|9|28|NULL
4|20|6|28|NULL
4|21|7|28|NULL
4|22|7|28|NULL
4|23|3|28|NULL
5|17|9|28|NULL
5|20|7|28|NULL
5|21|6|28|NULL
5|22|5|28|NULL
6|1|11|28|NULL
6|2|4|28|NULL
6|3|5|28|NULL
6|4|7|28|NULL
6|7|2|28|NULL
7|1|10|28|NULL
7|2|6|28|NULL
7|5|5|28|NULL
7|12|6|28|NULL
7|13|9|28|NULL
7|14|8|28|NULL
7|15|1|28|NULL
7|16|1|28|NULL
7|18|9|28|NULL
7|20|7|28|NULL
7|21|9|28|NULL
7|22|4|28|NULL
7|23|8|28|NULL
7|24|4|28|NULL
8|1|5|28|NULL
8|2|10|28|NULL
8|3|2|28|NULL
8|4|6|28|NULL
8|5|6|28|NULL
8|6|6|28|NULL
8|8|4|28|NULL
8|9|9|28|NULL
8|13|4|28|NULL
8|14|1|28|NULL
9|2|11|28|NULL
9|3|3|28|NULL
9|4|2|28|NULL
9|5|8|28|NULL
9|6|7|28|NULL
9|7|3|28|NULL
9|8|3|28|NULL
9|9|8|28|NULL
9|10|7|28|NULL
9|11|5|28|NULL
9|12|7|28|NULL
9|13|4|28|NULL
9|14|4|28|NULL
9|15|2|28|NULL
9|16|3|28|NULL
10|1|6|28|NULL
10|2|4|28|NULL
10|3|4|28|NULL
10|4|5|28|NULL
10|5|13|28|NULL
10|6|2|28|NULL
10|7|6|28|NULL
10|8|5|28|NULL
10|9|6|28|NULL
10|10|4|28|NULL
10|11|1|28|NULL
10|12|7|28|NULL
10|13|7|28|NULL
10|14|5|28|NULL
10|15|3|28|NULL
10|16|4|28|NULL
10|18|12|28|NULL
10|19|8|28|NULL
11|1|3|28|NULL
11|2|6|28|NULL
11|3|6|28|NULL
11|4|4|28|NULL
11|5|8|28|NULL
11|6|7|28|NULL
11|7|4|28|NULL
11|8|7|28|NULL
11|9|12|28|NULL
11|10|9|28|NULL
11|11|4|28|NULL
11|12|8|28|NULL
11|13|11|28|NULL
11|14|5|28|NULL
11|15|7|28|NULL
11|17|6|28|NULL
11|18|6|28|NULL
11|19|9|28|NULL
11|20|7|28|NULL
11|21|10|28|NULL
11|22|10|28|NULL
12|1|6|28|NULL
12|3|5|28|NULL
12|4|7|28|NULL
12|5|6|28|NULL
12|6|10|28|NULL
12|7|6|28|NULL
12|8|4|28|NULL
12|9|7|28|NULL
12|10|4|28|NULL
12|11|6|28|NULL
12|15|6|28|NULL
12|17|5|28|NULL
12|18|5|28|NULL
12|19|4|28|NULL
12|20|2|28|NULL
12|21|6|28|NULL
12|22|4|28|NULL
13|1|4|28|NULL
13|2|3|28|NULL
13|3|5|28|NULL
13|4|11|28|NULL
13|11|2|28|NULL
13|12|5|28|NULL
13|13|13|28|NULL
13|18|6|28|NULL
13|19|12|28|NULL
13|24|8|28|NULL
13|29|9|28|NULL
14|7|8|28|NULL
14|9|12|28|NULL
14|11|13|28|NULL
14|13|8|28|NULL
14|21|9|28|NULL
14|31|8|28|NULL
15|1|2|28|NULL
15|2|3|28|NULL
15|3|2|28|NULL
15|4|6|28|NULL
15|5|3|28|NULL
15|7|2|28|NULL
15|8|8|28|NULL
15|10|2|28|NULL
15|11|8|28|NULL
15|12|9|28|NULL
15|14|10|28|NULL
15|15|2|28|NULL
15|16|8|28|NULL
15|17|11|28|NULL
8|18|3|28|NULL
7|3|12|28|NULL
12|16|21|28|NULL
1|2|23|28|NULL
1|7|6|29|NULL
1|9|6|29|NULL
1|12|11|29|NULL
1|14|2|29|NULL
1|15|4|29|NULL
1|22|9|29|NULL
1|24|7|29|NULL
1|27|6|29|NULL
2|2|6|29|NULL
3|27|6|29|NULL
4|1|4|29|NULL
4|2|9|29|NULL
4|3|2|29|NULL
4|4|4|29|NULL
4|5|9|29|NULL
4|6|9|29|NULL
4|7|9|29|NULL
4|8|10|29|NULL
4|9|1|29|NULL
4|10|1|29|NULL
4|11|3|29|NULL
4|12|1|29|NULL
4|16|8|29|NULL
4|17|8|29|NULL
4|19|5|29|NULL
4|20|8|29|NULL
4|21|7|29|NULL
4|22|8|29|NULL
4|23|3|29|NULL
5|17|9|29|NULL
5|20|8|29|NULL
5|21|6|29|NULL
5|22|5|29|NULL
6|1|11|29|NULL
6|2|9|29|NULL
6|3|4|29|NULL
6|4|7|29|NULL
6|7|4|29|NULL
7|1|10|29|NULL
7|2|6|29|NULL
7|3|7|29|NULL
7|5|4|29|NULL
7|12|6|29|NULL
7|13|9|29|NULL
7|15|1|29|NULL
7|16|1|29|NULL
7|18|9|29|NULL
7|20|5|29|NULL
7|21|9|29|NULL
7|22|4|29|NULL
7|23|7|29|NULL
7|24|5|29|NULL
8|3|2|29|NULL
8|4|6|29|NULL
8|5|5|29|NULL
8|6|5|29|NULL
8|8|4|29|NULL
8|9|9|29|NULL
8|10|6|29|NULL
8|12|4|29|NULL
8|13|4|29|NULL
8|14|1|29|NULL
9|2|11|29|NULL
9|3|4|29|NULL
9|4|2|29|NULL
9|5|8|29|NULL
9|6|6|29|NULL
9|7|2|29|NULL
9|8|3|29|NULL
9|9|8|29|NULL
9|10|7|29|NULL
9|11|5|29|NULL
9|12|3|29|NULL
9|13|4|29|NULL
9|14|4|29|NULL
9|15|2|29|NULL
9|16|3|29|NULL
10|1|4|29|NULL
10|2|5|29|NULL
10|3|4|29|NULL
10|4|5|29|NULL
10|5|13|29|NULL
10|6|2|29|NULL
10|7|7|29|NULL
10|8|5|29|NULL
10|9|6|29|NULL
10|10|4|29|NULL
10|11|1|29|NULL
10|12|6|29|NULL
10|13|7|29|NULL
10|14|5|29|NULL
10|15|3|29|NULL
10|16|4|29|NULL
10|17|7|29|NULL
10|18|2|29|NULL
10|19|11|29|NULL
11|1|2|29|NULL
11|2|5|29|NULL
11|3|8|29|NULL
11|4|3|29|NULL
11|5|9|29|NULL
11|6|6|29|NULL
11|7|4|29|NULL
11|8|8|29|NULL
11|9|12|29|NULL
11|10|9|29|NULL
11|11|9|29|NULL
11|12|9|29|NULL
11|13|11|29|NULL
11|14|5|29|NULL
11|15|7|29|NULL
11|17|5|29|NULL
11|18|7|29|NULL
11|19|8|29|NULL
11|20|6|29|NULL
11|21|10|29|NULL
11|22|10|29|NULL
12|1|6|29|NULL
12|2|1|29|NULL
12|3|4|29|NULL
12|4|7|29|NULL
12|5|3|29|NULL
12|6|10|29|NULL
12|7|6|29|NULL
12|8|4|29|NULL
12|9|7|29|NULL
12|10|4|29|NULL
12|11|5|29|NULL
12|15|13|29|NULL
12|16|9|29|NULL
12|17|5|29|NULL
12|18|5|29|NULL
12|19|4|29|NULL
12|20|2|29|NULL
12|21|6|29|NULL
12|22|4|29|NULL
13|1|4|29|NULL
13|2|3|29|NULL
13|3|4|29|NULL
13|4|11|29|NULL
13|10|6|29|NULL
13|11|2|29|NULL
13|12|5|29|NULL
13|18|6|29|NULL
13|24|8|29|NULL
13|29|10|29|NULL
14|7|6|29|NULL
14|9|12|29|NULL
14|13|8|29|NULL
14|21|9|29|NULL
14|31|8|29|NULL
15|1|2|29|NULL
15|2|3|29|NULL
15|3|3|29|NULL
15|4|5|29|NULL
15|5|2|29|NULL
15|8|8|29|NULL
15|10|1|29|NULL
15|11|4|29|NULL
15|12|4|29|NULL
15|14|11|29|NULL
15|15|2|29|NULL
15|16|8|29|NULL
15|17|12|29|NULL
8|18|3|29|NULL
1|2|23|29|NULL
1|7|7|30|NULL
1|12|11|30|NULL
1|13|1|30|NULL
1|14|2|30|NULL
1|15|4|30|NULL
1|24|7|30|NULL
1|27|7|30|NULL
1|28|13|30|NULL
2|1|2|30|NULL
2|2|6|30|NULL
3|27|6|30|NULL
4|1|4|30|NULL
4|2|9|30|NULL
4|3|2|30|NULL
4|4|4|30|NULL
4|5|9|30|NULL
4|6|9|30|NULL
4|7|10|30|NULL
4|8|10|30|NULL
4|9|1|30|NULL
4|10|1|30|NULL
4|11|4|30|NULL
4|12|1|30|NULL
4|16|8|30|NULL
4|17|8|30|NULL
4|19|6|30|NULL
4|20|8|30|NULL
4|21|8|30|NULL
4|22|8|30|NULL
4|23|7|30|NULL
5|17|8|30|NULL
5|20|9|30|NULL
5|21|6|30|NULL
5|22|5|30|NULL
6|1|10|30|NULL
6|2|9|30|NULL
6|3|4|30|NULL
6|4|7|30|NULL
6|7|5|30|NULL
7|3|8|30|NULL
7|12|9|30|NULL
7|13|10|30|NULL
7|14|8|30|NULL
7|15|2|30|NULL
7|16|6|30|NULL
7|18|9|30|NULL
7|20|5|30|NULL
7|21|10|30|NULL
7|22|4|30|NULL
7|23|7|30|NULL
7|24|5|30|NULL
8|1|9|30|NULL
8|3|2|30|NULL
8|4|6|30|NULL
8|5|5|30|NULL
8|6|5|30|NULL
8|8|4|30|NULL
8|9|9|30|NULL
8|12|4|30|NULL
8|13|4|30|NULL
8|14|1|30|NULL
9|2|12|30|NULL
9|3|4|30|NULL
9|4|3|30|NULL
9|5|6|30|NULL
9|6|6|30|NULL
9|7|4|30|NULL
9|8|3|30|NULL
9|9|8|30|NULL
9|10|8|30|NULL
9|11|5|30|NULL
9|12|3|30|NULL
9|13|4|30|NULL
9|14|3|30|NULL
9|15|3|30|NULL
9|16|3|30|NULL
10|1|4|30|NULL
10|2|5|30|NULL
10|3|4|30|NULL
10|4|5|30|NULL
10|5|13|30|NULL
10|6|1|30|NULL
10|7|7|30|NULL
10|8|5|30|NULL
10|9|6|30|NULL
10|10|4|30|NULL
10|11|1|30|NULL
10|12|6|30|NULL
10|13|8|30|NULL
10|14|4|30|NULL
10|15|3|30|NULL
10|16|4|30|NULL
10|17|8|30|NULL
10|18|3|30|NULL
10|19|11|30|NULL
11|1|2|30|NULL
11|2|5|30|NULL
11|3|8|30|NULL
11|5|1|30|NULL
11|6|6|30|NULL
11|7|4|30|NULL
11|8|8|30|NULL
11|9|11|30|NULL
11|10|9|30|NULL
11|11|9|30|NULL
11|12|9|30|NULL
11|13|11|30|NULL
11|14|5|30|NULL
11|15|7|30|NULL
11|17|5|30|NULL
11|18|7|30|NULL
11|19|9|30|NULL
11|20|6|30|NULL
11|21|10|30|NULL
11|22|10|30|NULL
12|1|8|30|NULL
12|2|2|30|NULL
12|3|4|30|NULL
12|4|7|30|NULL
12|5|3|30|NULL
12|6|10|30|NULL
12|7|6|30|NULL
12|8|3|30|NULL
12|9|5|30|NULL
12|10|4|30|NULL
12|11|4|30|NULL
12|15|13|30|NULL
12|16|10|30|NULL
12|17|6|30|NULL
12|18|5|30|NULL
12|19|4|30|NULL
12|20|3|30|NULL
12|21|7|30|NULL
12|22|4|30|NULL
13|1|7|30|NULL
13|2|4|30|NULL
13|10|5|30|NULL
13|11|2|30|NULL
13|12|10|30|NULL
13|18|7|30|NULL
13|24|8|30|NULL
13|29|11|30|NULL
14|7|6|30|NULL
14|13|8|30|NULL
14|21|9|30|NULL
14|31|8|30|NULL
15|1|2|30|NULL
15|2|3|30|NULL
15|3|3|30|NULL
15|4|4|30|NULL
15|5|2|30|NULL
15|6|7|30|NULL
15|7|2|30|NULL
15|8|7|30|NULL
15|10|2|30|NULL
15|11|4|30|NULL
15|12|4|30|NULL
15|14|11|30|NULL
15|15|4|30|NULL
15|16|9|30|NULL
15|17|12|30|NULL
8|18|1|30|NULL
7|1|11|30|NULL
7|5|10|30|NULL
13|4|15|30|NULL
1|2|23|30|NULL
4|29|7|30|NULL
1|7|8|31|NULL
1|9|5|31|NULL
1|12|11|31|NULL
1|13|1|31|NULL
1|14|2|31|NULL
1|15|4|31|NULL
1|24|7|31|NULL
1|27|7|31|NULL
1|28|13|31|NULL
2|1|2|31|NULL
2|2|3|31|NULL
3|27|6|31|NULL
4|1|5|31|NULL
4|2|9|31|NULL
4|3|2|31|NULL
4|4|4|31|NULL
4|5|9|31|NULL
4|6|9|31|NULL
4|7|11|31|NULL
4|8|10|31|NULL
4|9|1|31|NULL
4|10|1|31|NULL
4|11|4|31|NULL
4|12|1|31|NULL
4|16|8|31|NULL
4|17|10|31|NULL
4|19|10|31|NULL
4|20|9|31|NULL
4|21|8|31|NULL
4|22|9|31|NULL
4|23|7|31|NULL
5|20|9|31|NULL
5|21|7|31|NULL
5|22|4|31|NULL
6|1|10|31|NULL
6|2|6|31|NULL
6|4|9|31|NULL
6|7|5|31|NULL
7|1|8|31|NULL
7|3|9|31|NULL
7|5|2|31|NULL
7|12|9|31|NULL
7|13|10|31|NULL
7|14|8|31|NULL
7|15|2|31|NULL
7|16|6|31|NULL
7|20|5|31|NULL
7|21|10|31|NULL
7|22|4|31|NULL
7|24|6|31|NULL
8|1|9|31|NULL
8|3|5|31|NULL
8|4|5|31|NULL
8|5|5|31|NULL
8|6|5|31|NULL
8|8|4|31|NULL
8|9|8|31|NULL
8|10|7|31|NULL
8|12|4|31|NULL
8|13|4|31|NULL
8|14|1|31|NULL
9|2|12|31|NULL
9|3|4|31|NULL
9|4|5|31|NULL
9|5|6|31|NULL
9|6|7|31|NULL
9|7|4|31|NULL
9|8|4|31|NULL
9|9|10|31|NULL
9|10|8|31|NULL
9|11|5|31|NULL
9|12|6|31|NULL
9|13|4|31|NULL
9|14|3|31|NULL
9|15|3|31|NULL
9|16|4|31|NULL
10|1|4|31|NULL
10|2|5|31|NULL
10|3|8|31|NULL
10|4|4|31|NULL
10|5|13|31|NULL
10|6|1|31|NULL
10|7|7|31|NULL
10|8|5|31|NULL
10|9|6|31|NULL
10|10|4|31|NULL
10|11|1|31|NULL
10|12|6|31|NULL
10|13|8|31|NULL
10|14|4|31|NULL
10|15|8|31|NULL
10|16|6|31|NULL
10|17|8|31|NULL
10|18|11|31|NULL
10|19|11|31|NULL
11|1|2|31|NULL
11|2|5|31|NULL
11|3|7|31|NULL
11|4|2|31|NULL
11|5|9|31|NULL
11|6|6|31|NULL
11|7|4|31|NULL
11|8|9|31|NULL
11|9|11|31|NULL
11|10|8|31|NULL
11|11|5|31|NULL
11|12|10|31|NULL
11|13|9|31|NULL
11|14|5|31|NULL
11|15|8|31|NULL
11|17|7|31|NULL
11|18|7|31|NULL
11|19|9|31|NULL
11|20|7|31|NULL
11|21|10|31|NULL
11|22|11|31|NULL
12|1|8|31|NULL
12|2|3|31|NULL
12|3|8|31|NULL
12|4|6|31|NULL
12|5|2|31|NULL
12|6|9|31|NULL
12|7|6|31|NULL
12|8|3|31|NULL
12|9|5|31|NULL
12|10|5|31|NULL
12|11|4|31|NULL
12|15|8|31|NULL
12|16|10|31|NULL
12|17|6|31|NULL
12|18|5|31|NULL
12|19|4|31|NULL
12|21|7|31|NULL
12|22|4|31|NULL
13|1|7|31|NULL
13|2|4|31|NULL
13|10|4|31|NULL
13|11|2|31|NULL
13|12|6|31|NULL
13|13|8|31|NULL
13|18|7|31|NULL
13|24|10|31|NULL
13|29|11|31|NULL
14|7|6|31|NULL
14|9|12|31|NULL
14|21|8|31|NULL
14|31|8|31|NULL
15|1|2|31|NULL
15|2|4|31|NULL
15|3|3|31|NULL
15|4|2|31|NULL
15|5|4|31|NULL
15|6|6|31|NULL
15|8|7|31|NULL
15|10|2|31|NULL
15|11|9|31|NULL
15|12|4|31|NULL
15|14|11|31|NULL
15|15|3|31|NULL
15|16|10|31|NULL
15|17|10|31|NULL
8|18|1|31|NULL
12|20|10|31|NULL
13|3|11|31|NULL
13|4|16|31|NULL
1|2|23|31|NULL
1|1|1|32|NULL
1|7|9|32|NULL
1|9|3|32|NULL
1|12|11|32|NULL
1|13|3|32|NULL
1|14|2|32|NULL
1|15|5|32|NULL
1|24|7|32|NULL
1|27|7|32|NULL
1|28|13|32|NULL
2|1|2|32|NULL
2|2|4|32|NULL
4|1|5|32|NULL
4|2|9|32|NULL
4|3|4|32|NULL
4|4|7|32|NULL
4|5|9|32|NULL
4|6|10|32|NULL
4|7|12|32|NULL
4|8|11|32|NULL
4|9|1|32|NULL
4|10|1|32|NULL
4|11|4|32|NULL
4|16|8|32|NULL
4|17|10|32|NULL
4|20|9|32|NULL
4|21|4|32|NULL
4|22|9|32|NULL
4|23|4|32|NULL
5|20|9|32|NULL
5|21|8|32|NULL
5|22|10|32|NULL
6|1|12|32|NULL
6|2|6|32|NULL
6|4|9|32|NULL
6|7|5|32|NULL
7|1|7|32|NULL
7|3|9|32|NULL
7|5|1|32|NULL
7|12|9|32|NULL
7|13|10|32|NULL
7|14|6|32|NULL
7|15|2|32|NULL
7|16|6|32|NULL
7|20|9|32|NULL
7|21|10|32|NULL
7|22|5|32|NULL
7|24|6|32|NULL
8|3|5|32|NULL
8|4|5|32|NULL
8|5|6|32|NULL
8|6|4|32|NULL
8|8|4|32|NULL
8|9|8|32|NULL
8|12|5|32|NULL
8|13|4|32|NULL
8|14|1|32|NULL
9|2|12|32|NULL
9|3|4|32|NULL
9|4|5|32|NULL
9|5|5|32|NULL
9|6|7|32|NULL
9|7|4|32|NULL
9|8|4|32|NULL
9|9|10|32|NULL
9|10|8|32|NULL
9|11|6|32|NULL
9|12|6|32|NULL
9|14|3|32|NULL
9|15|3|32|NULL
9|16|4|32|NULL
10|1|4|32|NULL
10|2|6|32|NULL
10|3|7|32|NULL
10|4|4|32|NULL
10|5|13|32|NULL
10|6|12|32|NULL
10|7|8|32|NULL
10|8|5|32|NULL
10|9|6|32|NULL
10|10|4|32|NULL
10|11|2|32|NULL
10|13|8|32|NULL
10|14|4|32|NULL
10|16|6|32|NULL
10|17|9|32|NULL
10|18|11|32|NULL
10|19|11|32|NULL
11|2|3|32|NULL
11|3|6|32|NULL
11|4|2|32|NULL
11|5|9|32|NULL
11|6|6|32|NULL
11|7|5|32|NULL
11|8|9|32|NULL
11|9|8|32|NULL
11|10|8|32|NULL
11|11|5|32|NULL
11|12|1|32|NULL
11|13|9|32|NULL
11|14|6|32|NULL
11|15|7|32|NULL
11|17|7|32|NULL
11|18|8|32|NULL
11|20|11|32|NULL
11|21|10|32|NULL
11|22|11|32|NULL
12|1|7|32|NULL
12|2|3|32|NULL
12|3|8|32|NULL
12|4|6|32|NULL
12|5|2|32|NULL
12|6|9|32|NULL
12|7|6|32|NULL
12|8|6|32|NULL
12|9|5|32|NULL
12|10|6|32|NULL
12|11|4|32|NULL
12|15|10|32|NULL
12|16|11|32|NULL
12|17|6|32|NULL
12|18|7|32|NULL
12|19|11|32|NULL
12|20|6|32|NULL
12|21|7|32|NULL
12|22|5|32|NULL
13|1|7|32|NULL
13|2|5|32|NULL
13|4|12|32|NULL
13|10|11|32|NULL
13|11|2|32|NULL
13|12|6|32|NULL
13|13|9|32|NULL
13|18|7|32|NULL
13|24|10|32|NULL
13|29|11|32|NULL
14|7|9|32|NULL
14|9|13|32|NULL
14|21|8|32|NULL
14|31|8|32|NULL
15|1|2|32|NULL
15|2|6|32|NULL
15|3|4|32|NULL
15|4|2|32|NULL
15|5|4|32|NULL
15|6|6|32|NULL
15|7|2|32|NULL
15|8|7|32|NULL
15|10|4|32|NULL
15|11|9|32|NULL
15|12|3|32|NULL
15|15|4|32|NULL
15|16|10|32|NULL
15|17|10|32|NULL
8|18|1|32|NULL
13|3|12|32|NULL
1|2|22|32|NULL
4|29|8|32|NULL
1|2|12|33|NULL
1|7|10|33|NULL
1|9|3|33|NULL
1|12|11|33|NULL
1|13|1|33|NULL
1|14|2|33|NULL
1|15|5|33|NULL
1|24|8|33|NULL
1|27|7|33|NULL
1|28|13|33|NULL
2|1|2|33|NULL
2|2|5|33|NULL
4|1|6|33|NULL
4|2|9|33|NULL
4|3|4|33|NULL
4|4|6|33|NULL
4|5|9|33|NULL
4|6|10|33|NULL
4|7|12|33|NULL
4|8|1|33|NULL
4|9|1|33|NULL
4|10|1|33|NULL
4|12|6|33|NULL
4|17|10|33|NULL
4|19|9|33|NULL
4|20|10|33|NULL
4|21|4|33|NULL
4|22|10|33|NULL
4|23|6|33|NULL
5|20|9|33|NULL
5|21|8|33|NULL
5|22|10|33|NULL
6|1|11|33|NULL
6|2|9|33|NULL
6|4|9|33|NULL
6|7|4|33|NULL
7|1|7|33|NULL
7|3|10|33|NULL
7|12|9|33|NULL
7|13|10|33|NULL
7|14|6|33|NULL
7|15|5|33|NULL
7|16|6|33|NULL
7|18|10|33|NULL
7|20|4|33|NULL
7|21|11|33|NULL
7|22|6|33|NULL
7|24|8|33|NULL
8|3|5|33|NULL
8|4|5|33|NULL
8|5|6|33|NULL
8|6|4|33|NULL
8|7|12|33|NULL
8|8|6|33|NULL
8|9|8|33|NULL
8|12|5|33|NULL
8|13|4|33|NULL
8|14|1|33|NULL
8|15|9|33|NULL
9|1|7|33|NULL
9|2|12|33|NULL
9|3|4|33|NULL
9|4|5|33|NULL
9|5|5|33|NULL
9|6|6|33|NULL
9|7|4|33|NULL
9|8|4|33|NULL
9|9|10|33|NULL
9|10|8|33|NULL
9|11|6|33|NULL
9|12|6|33|NULL
9|14|3|33|NULL
9|15|3|33|NULL
10|1|4|33|NULL
10|2|6|33|NULL
10|3|7|33|NULL
10|4|4|33|NULL
10|5|13|33|NULL
10|6|12|33|NULL
10|7|9|33|NULL
10|8|7|33|NULL
10|9|5|33|NULL
10|10|5|33|NULL
10|11|9|33|NULL
