comuna|fraccion|radio|manzana|nombre
5|19|2|12|NULL
5|20|4|12|NULL
5|21|6|12|NULL
5|22|3|12|NULL
6|1|4|12|NULL
6|2|5|12|NULL
6|3|1|12|NULL
6|4|5|12|NULL
6|5|5|12|NULL
6|8|10|12|NULL
6|9|8|12|NULL
6|10|9|12|NULL
6|11|8|12|NULL
6|12|3|12|NULL
6|15|6|12|NULL
6|18|8|12|NULL
6|20|9|12|NULL
6|21|7|12|NULL
7|1|3|12|NULL
7|2|5|12|NULL
7|3|3|12|NULL
7|4|5|12|NULL
7|5|7|12|NULL
7|6|6|12|NULL
7|7|7|12|NULL
7|8|8|12|NULL
7|9|4|12|NULL
7|10|6|12|NULL
7|11|6|12|NULL
7|12|3|12|NULL
7|13|5|12|NULL
7|14|7|12|NULL
7|15|3|12|NULL
7|16|4|12|NULL
7|18|8|12|NULL
7|20|2|12|NULL
7|21|4|12|NULL
7|22|6|12|NULL
7|23|1|12|NULL
7|24|5|12|NULL
8|1|1|12|NULL
8|3|2|12|NULL
8|4|3|12|NULL
8|5|4|12|NULL
8|6|3|12|NULL
8|8|5|12|NULL
8|9|4|12|NULL
8|10|1|12|NULL
8|12|3|12|NULL
8|14|2|12|NULL
8|15|3|12|NULL
8|17|4|12|NULL
9|2|2|12|NULL
9|3|6|12|NULL
9|4|4|12|NULL
9|5|2|12|NULL
9|6|5|12|NULL
9|7|1|12|NULL
9|8|1|12|NULL
9|9|3|12|NULL
9|10|4|12|NULL
9|11|3|12|NULL
9|12|3|12|NULL
9|13|4|12|NULL
9|14|1|12|NULL
9|15|1|12|NULL
9|16|3|12|NULL
10|1|2|12|NULL
10|2|2|12|NULL
10|3|2|12|NULL
10|4|2|12|NULL
10|5|4|12|NULL
10|6|4|12|NULL
10|7|4|12|NULL
10|8|3|12|NULL
10|9|5|12|NULL
10|10|2|12|NULL
10|11|4|12|NULL
10|12|5|12|NULL
10|13|3|12|NULL
10|14|2|12|NULL
10|15|3|12|NULL
10|16|2|12|NULL
10|17|5|12|NULL
10|18|8|12|NULL
10|19|6|12|NULL
11|1|2|12|NULL
11|2|2|12|NULL
11|3|2|12|NULL
11|4|4|12|NULL
11|5|1|12|NULL
11|6|1|12|NULL
11|7|2|12|NULL
11|8|1|12|NULL
11|9|8|12|NULL
11|10|3|12|NULL
11|11|1|12|NULL
11|12|3|12|NULL
11|13|5|12|NULL
11|14|3|12|NULL
11|15|5|12|NULL
11|16|1|12|NULL
11|17|3|12|NULL
11|18|3|12|NULL
11|19|4|12|NULL
11|20|5|12|NULL
11|21|5|12|NULL
11|22|1|12|NULL
12|1|5|12|NULL
12|2|2|12|NULL
12|3|2|12|NULL
12|4|4|12|NULL
12|5|6|12|NULL
12|6|3|12|NULL
12|7|1|12|NULL
12|9|6|12|NULL
12|10|4|12|NULL
12|11|8|12|NULL
12|12|5|12|NULL
12|13|3|12|NULL
12|14|7|12|NULL
12|15|2|12|NULL
12|16|4|12|NULL
12|17|2|12|NULL
12|18|3|12|NULL
12|19|6|12|NULL
12|20|4|12|NULL
12|21|3|12|NULL
12|22|2|12|NULL
13|1|3|12|NULL
13|2|5|12|NULL
13|3|4|12|NULL
13|4|4|12|NULL
13|5|5|12|NULL
13|6|7|12|NULL
13|7|8|12|NULL
13|8|8|12|NULL
13|9|10|12|NULL
13|11|1|12|NULL
13|12|4|12|NULL
13|14|6|12|NULL
13|15|9|12|NULL
13|16|9|12|NULL
13|17|9|12|NULL
13|18|1|12|NULL
13|19|5|12|NULL
13|20|8|12|NULL
13|21|10|12|NULL
13|23|10|12|NULL
13|24|2|12|NULL
13|25|3|12|NULL
13|26|6|12|NULL
13|27|8|12|NULL
13|28|6|12|NULL
13|29|1|12|NULL
14|1|8|12|NULL
14|2|10|12|NULL
14|3|8|12|NULL
14|4|5|12|NULL
14|5|7|12|NULL
14|6|3|12|NULL
14|8|6|12|NULL
14|9|8|12|NULL
14|11|1|12|NULL
14|12|7|12|NULL
14|13|5|12|NULL
14|14|3|12|NULL
14|17|3|12|NULL
14|21|8|12|NULL
14|22|2|12|NULL
14|23|7|12|NULL
14|24|9|12|NULL
14|25|9|12|NULL
14|28|8|12|NULL
14|29|11|12|NULL
15|1|9|12|NULL
15|2|5|12|NULL
15|3|7|12|NULL
15|4|3|12|NULL
15|5|3|12|NULL
15|6|4|12|NULL
15|7|1|12|NULL
15|8|1|12|NULL
15|10|10|12|NULL
15|11|4|12|NULL
15|13|6|12|NULL
15|14|8|12|NULL
15|15|5|12|NULL
15|16|5|12|NULL
15|17|4|12|NULL
15|18|6|12|NULL
15|19|11|12|NULL
15|20|10|12|NULL
15|21|8|12|NULL
4|27|7|12|NULL
8|18|5|12|NULL
6|16|13|12|NULL
1|8|11|12|NULL
6|13|11|12|NULL
6|14|11|12|NULL
12|8|12|12|NULL
14|7|13|12|NULL
1|2|21|12|NULL
1|4|6|13|NULL
1|5|6|13|NULL
1|6|7|13|NULL
1|7|2|13|NULL
1|9|11|13|NULL
1|10|9|13|NULL
1|11|12|13|NULL
1|12|10|13|NULL
1|15|1|13|NULL
1|16|1|13|NULL
1|17|11|13|NULL
1|18|9|13|NULL
1|21|10|13|NULL
1|24|3|13|NULL
1|25|6|13|NULL
1|27|8|13|NULL
1|28|3|13|NULL
1|29|9|13|NULL
2|1|1|13|NULL
2|2|3|13|NULL
2|3|8|13|NULL
2|4|7|13|NULL
2|6|4|13|NULL
2|7|8|13|NULL
2|9|9|13|NULL
2|25|9|13|NULL
3|1|8|13|NULL
3|2|8|13|NULL
3|3|10|13|NULL
3|9|8|13|NULL
3|13|2|13|NULL
3|14|1|13|NULL
3|17|8|13|NULL
3|19|10|13|NULL
3|21|8|13|NULL
3|22|8|13|NULL
3|23|9|13|NULL
3|24|9|13|NULL
3|25|6|13|NULL
3|26|5|13|NULL
3|27|4|13|NULL
4|1|2|13|NULL
4|2|10|13|NULL
4|3|8|13|NULL
4|4|3|13|NULL
4|5|7|13|NULL
4|6|6|13|NULL
4|7|12|13|NULL
4|8|4|13|NULL
4|9|4|13|NULL
4|11|5|13|NULL
4|12|5|13|NULL
4|14|7|13|NULL
4|15|5|13|NULL
4|16|4|13|NULL
4|17|4|13|NULL
4|18|1|13|NULL
4|19|4|13|NULL
4|20|4|13|NULL
4|21|1|13|NULL
4|22|2|13|NULL
4|23|3|13|NULL
5|1|1|13|NULL
5|2|11|13|NULL
5|3|9|13|NULL
5|10|7|13|NULL
5|11|10|13|NULL
5|12|1|13|NULL
5|13|5|13|NULL
5|14|9|13|NULL
5|15|8|13|NULL
5|16|7|13|NULL
5|17|2|13|NULL
5|18|3|13|NULL
5|19|11|13|NULL
5|20|4|13|NULL
5|21|6|13|NULL
5|22|3|13|NULL
6|1|4|13|NULL
6|2|5|13|NULL
6|3|3|13|NULL
6|4|5|13|NULL
6|5|6|13|NULL
6|9|7|13|NULL
6|10|8|13|NULL
6|11|8|13|NULL
6|12|3|13|NULL
6|14|7|13|NULL
6|15|7|13|NULL
6|16|2|13|NULL
6|18|6|13|NULL
6|20|10|13|NULL
6|21|8|13|NULL
7|1|3|13|NULL
7|2|4|13|NULL
7|3|3|13|NULL
7|4|5|13|NULL
7|6|6|13|NULL
7|7|7|13|NULL
7|8|8|13|NULL
7|9|4|13|NULL
7|10|5|13|NULL
7|11|7|13|NULL
7|12|3|13|NULL
7|13|6|13|NULL
7|14|7|13|NULL
7|15|4|13|NULL
7|16|4|13|NULL
7|18|8|13|NULL
7|20|3|13|NULL
7|21|5|13|NULL
7|22|5|13|NULL
7|23|1|13|NULL
7|24|2|13|NULL
8|1|1|13|NULL
8|3|2|13|NULL
8|4|3|13|NULL
8|5|4|13|NULL
8|7|1|13|NULL
8|8|5|13|NULL
8|9|4|13|NULL
8|10|1|13|NULL
8|12|2|13|NULL
8|13|1|13|NULL
8|14|2|13|NULL
8|17|3|13|NULL
9|2|1|13|NULL
9|3|6|13|NULL
9|4|4|13|NULL
9|5|2|13|NULL
9|6|5|13|NULL
9|7|1|13|NULL
9|8|1|13|NULL
9|9|4|13|NULL
9|10|4|13|NULL
9|11|3|13|NULL
9|12|3|13|NULL
9|13|4|13|NULL
9|14|1|13|NULL
9|15|1|13|NULL
9|16|2|13|NULL
10|1|2|13|NULL
10|2|2|13|NULL
10|3|2|13|NULL
10|4|2|13|NULL
10|5|4|13|NULL
10|6|4|13|NULL
10|7|4|13|NULL
10|8|3|13|NULL
10|9|3|13|NULL
10|10|3|13|NULL
10|11|5|13|NULL
10|12|5|13|NULL
10|13|3|13|NULL
10|14|2|13|NULL
10|15|3|13|NULL
10|16|3|13|NULL
10|17|4|13|NULL
10|18|4|13|NULL
10|19|5|13|NULL
11|1|2|13|NULL
11|2|2|13|NULL
11|3|2|13|NULL
11|4|4|13|NULL
11|5|1|13|NULL
11|6|2|13|NULL
11|7|2|13|NULL
11|8|6|13|NULL
11|9|7|13|NULL
11|10|3|13|NULL
11|11|1|13|NULL
11|12|3|13|NULL
11|13|5|13|NULL
11|14|3|13|NULL
11|15|6|13|NULL
11|16|1|13|NULL
11|17|3|13|NULL
11|18|3|13|NULL
11|19|5|13|NULL
11|20|5|13|NULL
11|22|2|13|NULL
12|1|5|13|NULL
12|2|2|13|NULL
12|3|2|13|NULL
12|4|4|13|NULL
12|5|6|13|NULL
12|6|4|13|NULL
12|7|1|13|NULL
12|9|6|13|NULL
12|10|4|13|NULL
12|11|7|13|NULL
12|12|5|13|NULL
12|16|3|13|NULL
12|17|2|13|NULL
12|18|3|13|NULL
12|19|6|13|NULL
12|20|5|13|NULL
12|21|2|13|NULL
12|22|2|13|NULL
13|2|5|13|NULL
13|3|3|13|NULL
13|4|6|13|NULL
13|5|5|13|NULL
13|6|4|13|NULL
13|7|1|13|NULL
13|8|7|13|NULL
13|9|10|13|NULL
13|11|3|13|NULL
13|12|5|13|NULL
13|15|9|13|NULL
13|16|10|13|NULL
13|17|8|13|NULL
13|18|1|13|NULL
13|19|6|13|NULL
13|20|8|13|NULL
13|21|10|13|NULL
13|22|8|13|NULL
13|23|7|13|NULL
13|24|1|13|NULL
13|25|4|13|NULL
13|26|6|13|NULL
13|27|8|13|NULL
13|28|5|13|NULL
13|29|1|13|NULL
14|1|8|13|NULL
14|2|10|13|NULL
14|3|9|13|NULL
14|4|6|13|NULL
14|5|7|13|NULL
14|6|3|13|NULL
14|8|8|13|NULL
14|9|8|13|NULL
14|10|1|13|NULL
14|11|10|13|NULL
14|12|10|13|NULL
14|13|5|13|NULL
14|14|8|13|NULL
14|17|3|13|NULL
14|21|6|13|NULL
14|22|6|13|NULL
14|23|8|13|NULL
14|25|8|13|NULL
14|28|12|13|NULL
14|29|10|13|NULL
14|31|6|13|NULL
15|1|9|13|NULL
15|2|4|13|NULL
15|3|7|13|NULL
15|4|3|13|NULL
15|5|3|13|NULL
15|6|5|13|NULL
15|7|1|13|NULL
15|8|1|13|NULL
15|9|3|13|NULL
15|10|11|13|NULL
15|11|8|13|NULL
15|12|1|13|NULL
15|13|6|13|NULL
15|14|9|13|NULL
15|15|5|13|NULL
15|16|6|13|NULL
15|17|5|13|NULL
15|18|10|13|NULL
15|19|10|13|NULL
15|20|7|13|NULL
15|21|9|13|NULL
4|27|5|13|NULL
8|18|5|13|NULL
6|8|11|13|NULL
12|14|11|13|NULL
1|8|11|13|NULL
6|13|12|13|NULL
7|5|11|13|NULL
11|21|12|13|NULL
12|8|12|13|NULL
12|13|10|13|NULL
12|15|16|13|NULL
14|7|10|13|NULL
1|2|21|13|NULL
1|4|7|14|NULL
1|5|7|14|NULL
1|6|6|14|NULL
1|7|3|14|NULL
1|9|13|14|NULL
1|10|8|14|NULL
1|12|11|14|NULL
1|15|2|14|NULL
1|16|1|14|NULL
1|17|10|14|NULL
1|21|9|14|NULL
1|22|5|14|NULL
1|24|3|14|NULL
1|25|10|14|NULL
1|28|3|14|NULL
1|29|9|14|NULL
2|2|3|14|NULL
2|4|8|14|NULL
2|7|8|14|NULL
2|25|8|14|NULL
3|1|9|14|NULL
3|2|12|14|NULL
3|9|6|14|NULL
3|13|1|14|NULL
3|17|8|14|NULL
3|19|6|14|NULL
3|21|8|14|NULL
3|22|8|14|NULL
3|23|10|14|NULL
3|24|8|14|NULL
3|25|6|14|NULL
3|26|6|14|NULL
3|27|4|14|NULL
4|1|3|14|NULL
4|2|10|14|NULL
4|3|8|14|NULL
4|4|3|14|NULL
4|6|3|14|NULL
4|7|11|14|NULL
4|8|4|14|NULL
4|9|4|14|NULL
4|11|5|14|NULL
4|12|5|14|NULL
4|13|6|14|NULL
4|14|6|14|NULL
4|15|5|14|NULL
4|16|7|14|NULL
4|17|3|14|NULL
4|19|4|14|NULL
4|20|3|14|NULL
4|21|6|14|NULL
4|22|2|14|NULL
4|23|3|14|NULL
5|1|1|14|NULL
5|2|10|14|NULL
5|3|10|14|NULL
5|10|8|14|NULL
5|12|5|14|NULL
5|13|5|14|NULL
5|16|8|14|NULL
5|17|8|14|NULL
5|18|2|14|NULL
5|19|11|14|NULL
5|20|5|14|NULL
5|21|7|14|NULL
5|22|2|14|NULL
6|1|5|14|NULL
6|2|4|14|NULL
6|3|3|14|NULL
6|4|5|14|NULL
6|5|7|14|NULL
6|8|7|14|NULL
6|9|7|14|NULL
6|10|7|14|NULL
6|11|8|14|NULL
6|12|12|14|NULL
6|14|8|14|NULL
6|15|7|14|NULL
6|16|2|14|NULL
6|18|7|14|NULL
6|21|8|14|NULL
7|1|4|14|NULL
7|2|4|14|NULL
7|4|5|14|NULL
7|6|6|14|NULL
7|7|7|14|NULL
7|8|5|14|NULL
7|9|3|14|NULL
7|10|5|14|NULL
7|12|2|14|NULL
7|13|6|14|NULL
7|14|7|14|NULL
7|15|4|14|NULL
7|16|4|14|NULL
7|18|7|14|NULL
7|20|3|14|NULL
7|21|5|14|NULL
7|22|3|14|NULL
7|23|6|14|NULL
7|24|2|14|NULL
8|1|1|14|NULL
8|3|2|14|NULL
8|4|2|14|NULL
8|5|5|14|NULL
8|7|1|14|NULL
8|8|5|14|NULL
8|9|4|14|NULL
8|10|1|14|NULL
8|11|3|14|NULL
8|12|2|14|NULL
8|13|1|14|NULL
8|14|2|14|NULL
8|17|5|14|NULL
9|2|1|14|NULL
9|3|6|14|NULL
9|4|4|14|NULL
9|5|2|14|NULL
9|6|5|14|NULL
9|8|1|14|NULL
9|9|4|14|NULL
9|11|4|14|NULL
9|12|3|14|NULL
9|13|4|14|NULL
9|14|1|14|NULL
9|15|1|14|NULL
9|16|2|14|NULL
10|1|3|14|NULL
10|2|2|14|NULL
10|3|3|14|NULL
10|4|2|14|NULL
10|5|4|14|NULL
10|6|4|14|NULL
10|7|4|14|NULL
10|8|2|14|NULL
10|9|3|14|NULL
10|10|3|14|NULL
10|11|5|14|NULL
10|12|4|14|NULL
10|13|3|14|NULL
10|14|2|14|NULL
10|15|3|14|NULL
10|16|3|14|NULL
10|17|5|14|NULL
10|18|3|14|NULL
10|19|5|14|NULL
11|1|2|14|NULL
11|2|2|14|NULL
11|3|3|14|NULL
11|4|4|14|NULL
11|5|1|14|NULL
11|6|2|14|NULL
11|7|2|14|NULL
11|8|6|14|NULL
11|9|6|14|NULL
11|10|4|14|NULL
11|11|3|14|NULL
11|12|3|14|NULL
11|13|4|14|NULL
11|14|3|14|NULL
11|15|6|14|NULL
11|16|1|14|NULL
11|17|3|14|NULL
11|18|3|14|NULL
11|19|5|14|NULL
11|20|4|14|NULL
11|22|8|14|NULL
12|1|4|14|NULL
12|2|2|14|NULL
12|3|2|14|NULL
12|4|4|14|NULL
12|6|4|14|NULL
12|7|1|14|NULL
12|8|4|14|NULL
12|9|6|14|NULL
12|10|4|14|NULL
12|11|6|14|NULL
12|12|5|14|NULL
12|13|4|14|NULL
12|14|8|14|NULL
12|15|3|14|NULL
12|16|2|14|NULL
12|17|2|14|NULL
12|18|3|14|NULL
12|19|6|14|NULL
12|20|5|14|NULL
12|21|2|14|NULL
12|22|2|14|NULL
13|1|2|14|NULL
13|2|11|14|NULL
13|3|3|14|NULL
13|4|6|14|NULL
13|5|1|14|NULL
13|6|5|14|NULL
13|7|1|14|NULL
13|8|6|14|NULL
13|9|4|14|NULL
13|10|7|14|NULL
13|11|4|14|NULL
13|12|5|14|NULL
13|13|1|14|NULL
13|14|7|14|NULL
13|15|10|14|NULL
13|16|10|14|NULL
13|17|7|14|NULL
13|18|6|14|NULL
13|19|8|14|NULL
13|20|9|14|NULL
13|23|8|14|NULL
13|24|1|14|NULL
13|25|4|14|NULL
13|26|9|14|NULL
13|27|9|14|NULL
13|28|5|14|NULL
13|29|1|14|NULL
14|1|8|14|NULL
14|2|9|14|NULL
14|3|10|14|NULL
14|4|7|14|NULL
14|5|3|14|NULL
14|6|3|14|NULL
14|8|9|14|NULL
14|9|9|14|NULL
14|11|9|14|NULL
14|12|9|14|NULL
14|13|5|14|NULL
14|14|9|14|NULL
14|17|8|14|NULL
14|21|4|14|NULL
14|22|6|14|NULL
14|23|8|14|NULL
14|29|9|14|NULL
14|31|8|14|NULL
15|1|10|14|NULL
15|2|4|14|NULL
15|3|7|14|NULL
15|4|6|14|NULL
15|5|3|14|NULL
15|6|5|14|NULL
15|7|1|14|NULL
15|8|1|14|NULL
15|9|3|14|NULL
15|10|9|14|NULL
15|11|5|14|NULL
15|12|1|14|NULL
15|13|9|14|NULL
15|14|9|14|NULL
15|15|5|14|NULL
15|16|6|14|NULL
15|17|5|14|NULL
15|18|9|14|NULL
15|19|9|14|NULL
15|20|6|14|NULL
15|21|10|14|NULL
4|27|4|14|NULL
8|18|5|14|NULL
1|8|11|14|NULL
1|11|15|14|NULL
6|13|12|14|NULL
7|3|11|14|NULL
7|5|11|14|NULL
7|11|11|14|NULL
11|21|12|14|NULL
12|5|12|14|NULL
14|7|11|14|NULL
1|2|21|14|NULL
1|1|1|15|NULL
1|4|8|15|NULL
1|5|7|15|NULL
1|7|13|15|NULL
1|8|6|15|NULL
1|9|13|15|NULL
1|10|14|15|NULL
1|11|13|15|NULL
1|12|11|15|NULL
1|13|1|15|NULL
1|15|2|15|NULL
1|16|1|15|NULL
1|17|10|15|NULL
1|21|8|15|NULL
1|22|5|15|NULL
1|24|3|15|NULL
1|25|9|15|NULL
1|28|2|15|NULL
1|29|8|15|NULL
2|2|3|15|NULL
2|4|9|15|NULL
3|1|6|15|NULL
3|2|11|15|NULL
3|9|6|15|NULL
3|17|8|15|NULL
3|21|10|15|NULL
3|22|9|15|NULL
3|23|10|15|NULL
3|24|8|15|NULL
3|25|7|15|NULL
3|27|5|15|NULL
4|1|3|15|NULL
4|2|10|15|NULL
4|3|8|15|NULL
4|4|4|15|NULL
4|5|7|15|NULL
4|6|3|15|NULL
4|7|11|15|NULL
4|8|4|15|NULL
4|9|4|15|NULL
4|11|5|15|NULL
4|12|5|15|NULL
4|13|7|15|NULL
4|14|6|15|NULL
4|15|7|15|NULL
4|16|5|15|NULL
4|17|3|15|NULL
4|18|1|15|NULL
4|19|4|15|NULL
4|20|4|15|NULL
4|21|5|15|NULL
4|22|5|15|NULL
5|1|3|15|NULL
5|2|10|15|NULL
5|3|11|15|NULL
5|10|9|15|NULL
5|12|4|15|NULL
5|13|6|15|NULL
5|16|8|15|NULL
5|17|8|15|NULL
5|18|2|15|NULL
5|19|10|15|NULL
5|20|6|15|NULL
5|21|7|15|NULL
5|22|6|15|NULL
6|1|5|15|NULL
6|2|4|15|NULL
6|3|3|15|NULL
6|4|2|15|NULL
6|5|7|15|NULL
6|7|6|15|NULL
6|8|7|15|NULL
6|9|10|15|NULL
6|10|6|15|NULL
6|11|7|15|NULL
6|12|11|15|NULL
6|13|7|15|NULL
6|14|6|15|NULL
6|15|7|15|NULL
6|16|8|15|NULL
6|21|9|15|NULL
7|1|4|15|NULL
7|2|4|15|NULL
7|3|6|15|NULL
7|4|6|15|NULL
7|6|5|15|NULL
7|7|7|15|NULL
7|8|5|15|NULL
7|9|6|15|NULL
7|11|9|15|NULL
7|12|2|15|NULL
7|13|6|15|NULL
7|14|8|15|NULL
7|15|4|15|NULL
7|16|4|15|NULL
7|18|7|15|NULL
7|20|3|15|NULL
7|21|5|15|NULL
7|23|6|15|NULL
7|24|2|15|NULL
8|2|9|15|NULL
8|3|2|15|NULL
8|4|2|15|NULL
8|5|4|15|NULL
8|9|5|15|NULL
8|10|1|15|NULL
8|11|3|15|NULL
8|12|2|15|NULL
8|14|1|15|NULL
8|17|2|15|NULL
9|2|10|15|NULL
9|3|6|15|NULL
9|4|4|15|NULL
9|5|3|15|NULL
9|6|5|15|NULL
9|7|1|15|NULL
9|8|1|15|NULL
9|9|2|15|NULL
9|11|4|15|NULL
9|12|3|15|NULL
9|13|4|15|NULL
9|14|1|15|NULL
9|15|1|15|NULL
9|16|1|15|NULL
10|1|2|15|NULL
10|2|2|15|NULL
10|3|3|15|NULL
10|4|2|15|NULL
10|5|4|15|NULL
10|6|4|15|NULL
10|7|4|15|NULL
10|8|2|15|NULL
10|9|3|15|NULL
10|10|3|15|NULL
10|11|5|15|NULL
10|12|7|15|NULL
10|13|4|15|NULL
10|14|3|15|NULL
10|15|4|15|NULL
10|16|4|15|NULL
10|17|5|15|NULL
10|18|3|15|NULL
10|19|4|15|NULL
11|1|2|15|NULL
11|2|2|15|NULL
11|3|3|15|NULL
11|4|3|15|NULL
11|5|1|15|NULL
11|6|2|15|NULL
11|7|2|15|NULL
11|8|2|15|NULL
11|9|3|15|NULL
11|10|4|15|NULL
11|12|4|15|NULL
11|13|6|15|NULL
11|14|3|15|NULL
11|15|6|15|NULL
11|16|9|15|NULL
11|17|3|15|NULL
11|18|3|15|NULL
11|19|5|15|NULL
11|20|4|15|NULL
11|21|6|15|NULL
11|22|3|15|NULL
12|1|4|15|NULL
12|2|1|15|NULL
12|3|2|15|NULL
12|4|4|15|NULL
12|5|2|15|NULL
12|6|4|15|NULL
12|7|6|15|NULL
12|8|4|15|NULL
12|9|6|15|NULL
12|10|3|15|NULL
12|11|3|15|NULL
12|12|8|15|NULL
12|13|7|15|NULL
12|14|9|15|NULL
12|15|3|15|NULL
12|16|2|15|NULL
12|17|3|15|NULL
12|18|3|15|NULL
12|19|6|15|NULL
12|20|5|15|NULL
12|21|1|15|NULL
12|22|2|15|NULL
13|1|2|15|NULL
13|2|11|15|NULL
13|3|2|15|NULL
13|4|6|15|NULL
13|5|1|15|NULL
13|6|5|15|NULL
13|7|9|15|NULL
13|8|5|15|NULL
13|10|2|15|NULL
13|11|4|15|NULL
13|12|5|15|NULL
13|14|8|15|NULL
13|15|11|15|NULL
13|16|3|15|NULL
13|17|7|15|NULL
13|18|5|15|NULL
13|19|8|15|NULL
13|20|10|15|NULL
13|22|8|15|NULL
13|23|9|15|NULL
13|24|1|15|NULL
13|25|5|15|NULL
13|26|10|15|NULL
13|28|5|15|NULL
13|29|7|15|NULL
14|1|9|15|NULL
14|3|11|15|NULL
14|4|7|15|NULL
14|5|8|15|NULL
14|6|3|15|NULL
14|9|10|15|NULL
14|11|8|15|NULL
14|12|8|15|NULL
14|13|2|15|NULL
14|14|10|15|NULL
14|21|4|15|NULL
14|22|7|15|NULL
14|23|9|15|NULL
14|29|9|15|NULL
14|31|8|15|NULL
15|1|10|15|NULL
15|2|4|15|NULL
15|3|7|15|NULL
15|4|5|15|NULL
15|5|3|15|NULL
15|6|5|15|NULL
15|7|1|15|NULL
15|8|1|15|NULL
15|9|2|15|NULL
15|10|9|15|NULL
15|11|5|15|NULL
15|13|8|15|NULL
15|14|11|15|NULL
15|15|5|15|NULL
15|16|6|15|NULL
15|17|6|15|NULL
15|18|12|15|NULL
15|19|9|15|NULL
15|20|3|15|NULL
15|21|11|15|NULL
4|27|5|15|NULL
8|18|5|15|NULL
2|25|12|15|NULL
7|5|11|15|NULL
14|7|12|15|NULL
14|8|15|15|NULL
1|2|22|15|NULL
1|1|1|16|NULL
1|4|8|16|NULL
1|5|7|16|NULL
1|7|13|16|NULL
1|8|7|16|NULL
1|9|13|16|NULL
1|10|13|16|NULL
1|11|14|16|NULL
1|12|11|16|NULL
1|13|1|16|NULL
1|15|2|16|NULL
1|16|2|16|NULL
1|17|9|16|NULL
1|21|7|16|NULL
1|24|3|16|NULL
1|25|8|16|NULL
1|27|9|16|NULL
1|28|13|16|NULL
1|29|6|16|NULL
2|4|10|16|NULL
3|1|6|16|NULL
3|9|10|16|NULL
3|17|9|16|NULL
3|21|9|16|NULL
3|22|9|16|NULL
3|23|9|16|NULL
3|24|7|16|NULL
3|25|8|16|NULL
3|26|6|16|NULL
3|27|5|16|NULL
4|1|3|16|NULL
4|3|7|16|NULL
4|4|5|16|NULL
4|5|7|16|NULL
4|6|2|16|NULL
4|7|5|16|NULL
4|8|5|16|NULL
4|9|4|16|NULL
4|11|5|16|NULL
4|12|5|16|NULL
4|13|5|16|NULL
4|14|5|16|NULL
4|15|7|16|NULL
4|16|6|16|NULL
4|19|4|16|NULL
4|20|4|16|NULL
4|21|5|16|NULL
4|22|5|16|NULL
5|1|4|16|NULL
5|2|9|16|NULL
5|3|9|16|NULL
5|10|10|16|NULL
5|12|3|16|NULL
5|13|9|16|NULL
5|16|9|16|NULL
5|17|8|16|NULL
5|18|10|16|NULL
5|19|10|16|NULL
5|20|6|16|NULL
5|21|3|16|NULL
5|22|6|16|NULL
6|1|5|16|NULL
6|2|2|16|NULL
6|3|3|16|NULL
6|4|2|16|NULL
6|5|8|16|NULL
6|7|6|16|NULL
6|8|6|16|NULL
6|9|10|16|NULL
6|10|5|16|NULL
6|11|5|16|NULL
6|12|10|16|NULL
6|14|9|16|NULL
6|15|7|16|NULL
6|16|8|16|NULL
6|21|9|16|NULL
7|1|4|16|NULL
7|2|4|16|NULL
7|3|6|16|NULL
7|4|6|16|NULL
7|5|5|16|NULL
7|6|2|16|NULL
7|7|9|16|NULL
7|9|7|16|NULL
7|11|9|16|NULL
7|12|2|16|NULL
7|13|6|16|NULL
7|14|7|16|NULL
7|15|4|16|NULL
7|16|4|16|NULL
7|20|3|16|NULL
7|21|5|16|NULL
7|23|5|16|NULL
7|24|1|16|NULL
8|1|2|16|NULL
8|2|9|16|NULL
8|3|3|16|NULL
8|4|3|16|NULL
8|5|4|16|NULL
8|9|5|16|NULL
8|10|1|16|NULL
8|12|1|16|NULL
8|14|1|16|NULL
9|2|10|16|NULL
9|3|4|16|NULL
9|4|4|16|NULL
9|5|3|16|NULL
9|6|5|16|NULL
9|7|2|16|NULL
9|8|2|16|NULL
9|9|2|16|NULL
9|10|1|16|NULL
9|11|4|16|NULL
9|12|4|16|NULL
9|13|4|16|NULL
9|14|1|16|NULL
9|15|1|16|NULL
9|16|1|16|NULL
10|1|3|16|NULL
10|2|2|16|NULL
10|3|3|16|NULL
10|4|2|16|NULL
10|5|4|16|NULL
10|6|4|16|NULL
10|7|4|16|NULL
10|8|2|16|NULL
10|9|3|16|NULL
10|10|3|16|NULL
10|11|5|16|NULL
10|12|3|16|NULL
10|13|4|16|NULL
10|14|3|16|NULL
10|15|4|16|NULL
10|16|4|16|NULL
10|18|2|16|NULL
10|19|4|16|NULL
11|1|2|16|NULL
11|2|3|16|NULL
11|3|3|16|NULL
11|4|3|16|NULL
11|5|1|16|NULL
11|6|2|16|NULL
11|7|2|16|NULL
11|8|2|16|NULL
11|9|3|16|NULL
11|10|4|16|NULL
11|11|4|16|NULL
11|12|5|16|NULL
11|13|6|16|NULL
11|14|1|16|NULL
11|15|6|16|NULL
11|16|9|16|NULL
11|17|4|16|NULL
11|18|1|16|NULL
11|19|6|16|NULL
11|20|4|16|NULL
11|21|11|16|NULL
11|22|5|16|NULL
12|1|4|16|NULL
12|2|1|16|NULL
12|3|3|16|NULL
12|4|2|16|NULL
12|5|2|16|NULL
12|6|4|16|NULL
12|7|5|16|NULL
