muestra|Comuna|Fraccion|Radio|Manzana|relevamiento
10017|15|3|4|20|Locales
10046|15|3|4|20|Listado
10024|15|4|7|20|Locales
10050|15|4|7|20|Listado
10030|15|5|7|20|Locales
10024|15|6|3|20|Listado
10050|15|6|3|20|Locales
10017|15|7|1|20|Locales
10049|15|7|1|20|Locales
10024|15|8|4|20|Locales
10050|15|8|4|20|Listado
10017|15|9|2|20|Listado
10039|15|9|2|20|Listado
10017|15|10|5|20|Listado
10034|15|10|5|20|Locales
10017|15|12|2|20|Locales
10046|15|12|2|20|Locales
10024|15|13|2|20|Locales
10050|15|13|2|20|Locales
10024|15|14|10|20|Listado
10050|15|14|10|20|Locales
10017|15|15|5|20|Locales
10046|15|15|5|20|Listado
10024|15|16|8|20|Listado
10050|15|16|8|20|Listado
10012|15|17|9|20|Listado
10034|15|17|9|20|Locales
10017|15|20|6|20|Locales
10046|15|20|6|20|Locales
10029|8|18|4|20|Locales
10040|8|18|4|20|Locales
10017|1|8|11|20|Listado
10047|1|8|11|20|Locales
10017|10|19|13|20|Locales
10043|10|19|13|20|Listado
10017|11|10|11|20|Listado
10043|11|10|11|20|Listado
10017|12|13|9|20|Listado
10046|12|13|9|20|Locales
10036|12|15|15|20|Locales
10017|12|20|10|20|Listado
10046|12|20|10|20|Listado
10017|14|8|15|20|Listado
10046|14|8|15|20|Listado
10017|14|23|12|20|Listado
10046|14|23|12|20|Listado
10026|1|2|22|20|Listado
10017|1|7|13|21|Locales
10047|1|7|13|21|Locales
10017|1|9|13|21|Locales
10047|1|9|13|21|Locales
10014|1|12|11|21|Listado
10047|1|12|11|21|Listado
10014|1|13|1|21|Listado
10049|1|13|1|21|Locales
10017|1|14|1|21|Locales
10032|1|14|1|21|Listado
10039|1|14|1|21|Locales
10017|1|15|3|21|Listado
10047|1|15|3|21|Listado
10017|1|16|9|21|Listado
10039|1|16|9|21|Listado
10014|1|22|7|21|Listado
10047|1|22|7|21|Locales
10024|1|25|11|21|Listado
10017|1|27|8|21|Locales
10047|1|27|8|21|Listado
10024|1|28|9|21|Locales
10017|2|2|3|21|Locales
10042|2|2|3|21|Listado
10027|3|9|10|21|Listado
10030|3|26|7|21|Listado
10017|3|27|4|21|Locales
10037|3|27|4|21|Listado
10017|4|2|10|21|Listado
10045|4|2|10|21|Listado
10027|4|3|5|21|Locales
10017|4|4|6|21|Listado
10045|4|4|6|21|Locales
10017|4|5|7|21|Listado
10039|4|5|7|21|Locales
10030|4|6|4|21|Locales
10028|4|7|5|21|Listado
10028|4|8|7|21|Listado
10035|4|8|7|21|Listado
10017|4|9|2|21|Listado
10018|4|9|2|21|Listado
10027|4|9|2|21|Locales
10018|4|10|1|21|Listado
10024|4|11|5|21|Listado
10024|4|13|8|21|Listado
10011|4|15|8|21|Locales
10045|4|15|8|21|Locales
10017|4|16|8|21|Locales
10045|4|16|8|21|Listado
10024|4|20|10|21|Locales
10017|4|22|5|21|Locales
10045|4|22|5|21|Locales
10019|4|23|8|21|Locales
10017|5|16|11|21|Locales
10037|5|16|11|21|Locales
10020|5|17|6|21|Listado
10049|5|17|6|21|Locales
10021|5|18|8|21|Locales
10049|5|18|8|21|Listado
10024|5|19|6|21|Listado
10049|5|19|6|21|Listado
10026|5|20|5|21|Locales
10024|5|21|10|21|Locales
10049|5|21|10|21|Locales
10019|6|1|9|21|Listado
10049|6|1|9|21|Locales
10030|6|2|1|21|Listado
10017|6|4|6|21|Listado
10038|6|4|6|21|Listado
10030|6|5|11|21|Locales
10017|6|12|5|21|Locales
10039|6|12|5|21|Listado
10017|6|16|11|21|Locales
10035|6|16|11|21|Locales
10027|6|21|11|21|Locales
10024|7|1|6|21|Locales
10024|7|2|9|21|Listado
10009|7|3|5|21|Listado
10046|7|3|5|21|Listado
10024|7|4|9|21|Locales
10028|7|5|2|21|Listado
10017|7|7|11|21|Locales
10046|7|7|11|21|Listado
10017|7|12|6|21|Listado
10046|7|12|6|21|Listado
10030|7|13|7|21|Locales
10011|7|14|4|21|Locales
10046|7|14|4|21|Locales
10020|7|15|2|21|Locales
10009|7|16|3|21|Listado
10047|7|16|3|21|Locales
10027|7|20|5|21|Listado
10017|7|21|3|21|Locales
10047|7|21|3|21|Listado
10017|7|23|9|21|Listado
10047|7|23|9|21|Locales
10017|7|24|7|21|Listado
10047|7|24|7|21|Listado
10024|8|1|2|21|Locales
10024|8|2|9|21|Locales
10017|8|3|3|21|Listado
10046|8|3|3|21|Listado
10027|8|4|1|21|Listado
10013|8|5|3|21|Locales
10046|8|5|3|21|Listado
10030|8|6|5|21|Locales
10017|8|8|6|21|Listado
10046|8|8|6|21|Locales
10027|8|9|5|21|Listado
10024|8|10|1|21|Locales
10010|8|12|6|21|Locales
10046|8|12|6|21|Locales
10017|8|13|4|21|Locales
10046|8|13|4|21|Locales
10027|9|2|10|21|Locales
10017|9|3|3|21|Listado
10041|9|3|3|21|Listado
10024|9|4|2|21|Locales
10050|9|4|2|21|Listado
10017|9|5|9|21|Listado
10046|9|5|9|21|Listado
10024|9|6|6|21|Listado
10050|9|6|6|21|Locales
10024|9|7|3|21|Locales
10050|9|7|3|21|Locales
10024|9|8|3|21|Locales
10050|9|8|3|21|Locales
10017|9|9|6|21|Locales
10043|9|9|6|21|Listado
10017|9|10|3|21|Listado
10043|9|10|3|21|Listado
10028|9|11|4|21|Listado
10013|9|12|5|21|Listado
10043|9|12|5|21|Listado
10027|9|13|1|21|Locales
10024|9|14|2|21|Listado
10050|9|14|2|21|Locales
10028|9|15|2|21|Locales
10009|9|16|1|21|Listado
10049|9|16|1|21|Listado
10028|10|1|3|21|Listado
10017|10|2|3|21|Locales
10043|10|2|3|21|Locales
10017|10|3|3|21|Listado
10043|10|3|3|21|Listado
10024|10|4|3|21|Listado
10050|10|4|3|21|Listado
10017|10|5|3|21|Locales
10043|10|5|3|21|Listado
10017|10|6|6|21|Locales
10034|10|6|6|21|Listado
10017|10|7|4|21|Listado
10035|10|7|4|21|Listado
10017|10|8|4|21|Listado
10043|10|8|4|21|Locales
10030|10|9|2|21|Listado
10030|10|10|3|21|Listado
10017|10|11|4|21|Listado
10043|10|11|4|21|Locales
10010|10|12|9|21|Listado
10043|10|12|9|21|Locales
10028|10|13|5|21|Listado
10030|10|14|4|21|Locales
10034|10|14|4|21|Listado
10024|10|15|5|21|Locales
10050|10|15|5|21|Listado
10017|10|16|5|21|Locales
10043|10|16|5|21|Locales
10024|10|17|6|21|Locales
10050|10|17|6|21|Listado
10024|10|18|1|21|Locales
10050|10|18|1|21|Locales
10017|10|19|9|21|Locales
10043|10|19|9|21|Locales
10027|11|1|3|21|Listado
10010|11|2|1|21|Listado
10043|11|2|1|21|Locales
10024|11|3|1|21|Listado
10050|11|3|1|21|Locales
10010|11|4|1|21|Listado
10043|11|4|1|21|Listado
10017|11|5|2|21|Locales
10043|11|5|2|21|Locales
10009|11|6|3|21|Listado
10043|11|6|3|21|Locales
10017|11|7|3|21|Listado
10043|11|7|3|21|Locales
10017|11|8|5|21|Listado
10043|11|8|5|21|Listado
10024|11|9|1|21|Locales
10050|11|9|1|21|Locales
10017|11|11|2|21|Listado
10043|11|11|2|21|Listado
10009|11|12|7|21|Listado
10043|11|12|7|21|Locales
10017|11|13|10|21|Locales
10043|11|13|10|21|Listado
10017|11|14|4|21|Locales
10043|11|14|4|21|Locales
10009|11|15|6|21|Listado
10043|11|15|6|21|Listado
10026|11|16|7|21|Listado
10034|11|16|7|21|Locales
10024|11|17|2|21|Listado
10050|11|17|2|21|Listado
10050|11|18|4|21|Locales
10024|11|18|4|21|Locales
10013|11|19|7|21|Locales
10043|11|19|7|21|Locales
10017|11|20|3|21|Locales
10034|11|20|3|21|Listado
10017|11|21|7|21|Locales
10043|11|21|7|21|Locales
10030|11|22|3|21|Listado
10017|12|1|6|21|Locales
10043|12|1|6|21|Listado
10017|12|2|4|21|Locales
10043|12|2|4|21|Locales
10024|12|3|5|21|Listado
10050|12|3|5|21|Listado
10017|12|4|4|21|Locales
10046|12|4|4|21|Listado
10027|12|5|1|21|Locales
10024|12|6|3|21|Locales
10050|12|6|3|21|Listado
10024|12|7|3|21|Locales
10050|12|7|3|21|Listado
10024|12|8|3|21|Locales
10050|12|8|3|21|Listado
10017|12|9|7|21|Locales
10039|12|9|7|21|Locales
10024|12|11|6|21|Listado
10050|12|11|6|21|Listado
10024|12|12|4|21|Listado
10050|12|12|4|21|Locales
10017|12|15|1|21|Locales
10046|12|15|1|21|Listado
10017|12|16|1|21|Listado
10046|12|16|1|21|Listado
10017|12|17|3|21|Listado
10046|12|17|3|21|Locales
10017|12|18|4|21|Locales
10046|12|18|4|21|Listado
10017|12|19|5|21|Listado
10046|12|19|5|21|Listado
10017|12|20|3|21|Locales
10046|12|20|3|21|Listado
10024|12|21|6|21|Locales
10050|12|21|6|21|Listado
10017|12|22|3|21|Listado
10046|12|22|3|21|Listado
10009|13|1|10|21|Locales
10046|13|1|10|21|Listado
10017|13|2|4|21|Listado
10046|13|2|4|21|Locales
10017|13|3|1|21|Listado
10039|13|3|1|21|Listado
10024|13|4|8|21|Locales
10050|13|4|8|21|Listado
10026|13|6|8|21|Locales
10030|13|6|8|21|Listado
10017|13|7|5|21|Locales
10046|13|7|5|21|Locales
10017|13|10|5|21|Locales
10046|13|10|5|21|Locales
10017|13|11|1|21|Locales
10046|13|11|1|21|Locales
10017|13|12|5|21|Locales
10046|13|12|5|21|Listado
10017|13|13|7|21|Listado
10046|13|13|7|21|Locales
10027|13|18|7|21|Listado
10026|13|19|12|21|Locales
10030|13|19|12|21|Locales
10050|13|22|1|21|Listado
10024|13|22|1|21|Listado
10024|13|24|5|21|Locales
10050|13|24|5|21|Listado
10017|13|25|8|21|Locales
10046|13|25|8|21|Locales
10017|13|26|7|21|Locales
10046|13|26|7|21|Locales
10017|13|29|6|21|Listado
10046|13|29|6|21|Listado
10030|14|1|7|21|Locales
10017|14|4|9|21|Locales
10046|14|4|9|21|Listado
10017|14|5|7|21|Locales
10046|14|5|7|21|Locales
10024|14|7|7|21|Locales
10050|14|7|7|21|Locales
10017|14|8|9|21|Locales
10046|14|8|9|21|Locales
10017|14|9|13|21|Listado
10046|14|9|13|21|Listado
10024|14|10|2|21|Listado
10050|14|10|2|21|Listado
10009|14|11|14|21|Locales
10046|14|11|14|21|Locales
10017|14|13|6|21|Locales
10046|14|13|6|21|Listado
10024|14|21|1|21|Listado
10050|14|21|1|21|Locales
10017|14|22|5|21|Listado
10046|14|22|5|21|Listado
10017|14|31|7|21|Listado
10046|14|31|7|21|Listado
10026|15|1|8|21|Locales
10030|15|1|8|21|Locales
10024|15|2|1|21|Locales
10050|15|2|1|21|Locales
10017|15|3|4|21|Locales
10046|15|3|4|21|Listado
10024|15|4|7|21|Locales
10050|15|4|7|21|Locales
10030|15|5|7|21|Listado
10026|15|6|2|21|Locales
10030|15|6|2|21|Listado
10017|15|7|4|21|Locales
10039|15|7|4|21|Listado
10024|15|8|4|21|Locales
10050|15|8|4|21|Listado
10017|15|9|2|21|Locales
10039|15|9|2|21|Listado
10024|15|10|4|21|Listado
10050|15|10|4|21|Listado
10017|15|12|2|21|Locales
10046|15|12|2|21|Listado
10024|15|13|2|21|Listado
10050|15|13|2|21|Listado
10017|15|14|7|21|Locales
10039|15|14|7|21|Listado
10017|15|15|2|21|Locales
10039|15|15|2|21|Locales
10024|15|16|8|21|Listado
10050|15|16|8|21|Locales
10024|15|17|6|21|Listado
10050|15|17|6|21|Locales
10017|15|20|7|21|Locales
10046|15|20|7|21|Locales
10029|8|18|4|21|Locales
10040|8|18|4|21|Locales
10024|12|14|12|21|Locales
10050|12|14|12|21|Listado
10017|1|8|11|21|Listado
10047|1|8|11|21|Locales
10017|11|10|11|21|Locales
10043|11|10|11|21|Listado
10017|12|10|12|21|Locales
10046|12|10|12|21|Locales
10017|12|13|8|21|Locales
10046|12|13|8|21|Locales
10017|13|5|12|21|Locales
10046|13|5|12|21|Locales
10026|1|2|22|21|Listado
10017|1|7|13|22|Locales
10047|1|7|13|22|Locales
10017|1|9|13|22|Listado
10047|1|9|13|22|Locales
10014|1|12|11|22|Listado
10047|1|12|11|22|Locales
10014|1|13|1|22|Locales
10049|1|13|1|22|Locales
10017|1|14|1|22|Locales
10032|1|14|1|22|Locales
10039|1|14|1|22|Locales
10012|1|16|10|22|Listado
10047|1|16|10|22|Listado
10024|1|22|8|22|Locales
10017|1|24|3|22|Locales
10039|1|24|3|22|Listado
10030|1|25|10|22|Listado
10017|1|27|8|22|Locales
10047|1|27|8|22|Listado
10030|1|28|8|22|Locales
10027|3|9|10|22|Listado
10030|3|26|8|22|Locales
10049|3|26|8|22|Locales
10017|3|27|4|22|Locales
10037|3|27|4|22|Locales
10017|4|2|10|22|Locales
10045|4|2|10|22|Locales
10027|4|3|5|22|Locales
10017|4|4|5|22|Locales
10039|4|4|5|22|Listado
10017|4|5|7|22|Listado
10039|4|5|7|22|Locales
10030|4|6|4|22|Locales
10017|4|7|11|22|Locales
10030|4|7|11|22|Listado
10028|4|8|7|22|Listado
10035|4|8|7|22|Listado
10019|4|9|1|22|Locales
10024|4|11|5|22|Listado
10017|4|12|2|22|Locales
10039|4|12|2|22|Locales
10017|4|13|9|22|Locales
10045|4|13|9|22|Listado
10017|4|15|9|22|Listado
10045|4|15|9|22|Listado
10017|4|16|8|22|Listado
10045|4|16|8|22|Listado
10028|4|17|6|22|Locales
10019|4|19|8|22|Locales
10019|4|20|6|22|Locales
10017|4|21|4|22|Locales
10045|4|21|4|22|Listado
10017|4|22|5|22|Listado
10045|4|22|5|22|Locales
10017|4|23|2|22|Listado
10035|4|23|2|22|Listado
10017|5|16|11|22|Listado
10037|5|16|11|22|Listado
10020|5|17|6|22|Listado
10049|5|17|6|22|Locales
10024|5|19|7|22|Listado
10049|5|19|7|22|Locales
10026|5|20|5|22|Locales
10024|5|21|11|22|Locales
10049|5|21|11|22|Listado
10019|6|1|9|22|Listado
10049|6|1|9|22|Locales
10024|6|5|12|22|Locales
10049|6|5|12|22|Locales
10024|6|7|6|22|Locales
10049|6|7|6|22|Locales
10010|6|12|3|22|Locales
10046|6|12|3|22|Listado
10017|6|16|11|22|Listado
10035|6|16|11|22|Locales
10027|6|21|11|22|Locales
10024|7|1|6|22|Locales
10024|7|2|8|22|Listado
10009|7|3|5|22|Listado
10046|7|3|5|22|Locales
10017|7|4|7|22|Locales
10034|7|4|7|22|Listado
10017|7|5|1|22|Locales
10046|7|5|1|22|Listado
10017|7|7|10|22|Locales
10046|7|7|10|22|Listado
10030|7|13|7|22|Locales
10011|7|14|4|22|Listado
10046|7|14|4|22|Listado
10017|7|15|1|22|Listado
10039|7|15|1|22|Listado
10009|7|16|3|22|Listado
10047|7|16|3|22|Listado
10027|7|20|5|22|Locales
10017|7|21|3|22|Locales
10047|7|21|3|22|Listado
10017|7|22|3|22|Listado
10039|7|22|3|22|Locales
10017|7|23|9|22|Locales
10047|7|23|9|22|Locales
10030|7|24|6|22|Locales
10024|8|1|2|22|Listado
10024|8|2|9|22|Listado
10017|8|3|3|22|Locales
10046|8|3|3|22|Listado
10027|8|4|1|22|Locales
10013|8|5|3|22|Locales
10046|8|5|3|22|Locales
10030|8|6|5|22|Listado
10017|8|8|6|22|Locales
10046|8|8|6|22|Locales
10027|8|9|5|22|Listado
10024|8|10|2|22|Locales
10024|8|12|5|22|Listado
10017|8|13|4|22|Listado
10046|8|13|4|22|Locales
10027|9|2|10|22|Listado
10017|9|3|3|22|Listado
10041|9|3|3|22|Listado
10024|9|4|2|22|Locales
10050|9|4|2|22|Locales
10017|9|5|9|22|Listado
10046|9|5|9|22|Locales
10024|9|6|6|22|Listado
10050|9|6|6|22|Locales
10024|9|7|3|22|Locales
10050|9|7|3|22|Locales
10024|9|8|3|22|Locales
10050|9|8|3|22|Locales
10017|9|9|6|22|Listado
10043|9|9|6|22|Listado
10017|9|11|7|22|Locales
10039|9|11|7|22|Listado
10027|9|12|4|22|Locales
10027|9|13|1|22|Locales
10024|9|14|2|22|Locales
10050|9|14|2|22|Listado
10010|9|15|1|22|Listado
10043|9|15|1|22|Locales
10013|9|16|7|22|Locales
10043|9|16|7|22|Locales
10028|10|1|3|22|Locales
10017|10|2|3|22|Listado
10043|10|2|3|22|Listado
10017|10|3|5|22|Listado
10043|10|3|5|22|Locales
10024|10|4|3|22|Listado
10050|10|4|3|22|Locales
10017|10|5|2|22|Locales
10043|10|5|2|22|Listado
10017|10|6|6|22|Locales
10034|10|6|6|22|Locales
10030|10|7|5|22|Listado
10017|10|8|4|22|Listado
10043|10|8|4|22|Locales
10030|10|9|2|22|Listado
10030|10|10|3|22|Listado
10017|10|11|4|22|Locales
10043|10|11|4|22|Locales
10010|10|12|9|22|Locales
10043|10|12|9|22|Listado
10028|10|13|5|22|Locales
10030|10|14|4|22|Listado
10034|10|14|4|22|Locales
10017|10|16|5|22|Listado
10043|10|16|5|22|Locales
10024|10|17|6|22|Locales
10050|10|17|6|22|Listado
10024|10|18|1|22|Locales
10050|10|18|1|22|Listado
10017|10|19|9|22|Locales
10043|10|19|9|22|Locales
10024|11|1|4|22|Listado
10050|11|1|4|22|Locales
10010|11|2|1|22|Locales
10043|11|2|1|22|Listado
10024|11|3|1|22|Locales
10050|11|3|1|22|Locales
10010|11|4|1|22|Listado
10043|11|4|1|22|Locales
10024|11|5|3|22|Listado
10050|11|5|3|22|Listado
10017|11|6|4|22|Listado
10043|11|6|4|22|Listado
10017|11|7|3|22|Locales
10043|11|7|3|22|Listado
10030|11|8|6|22|Listado
10017|11|9|2|22|Locales
10043|11|9|2|22|Locales
10026|11|10|7|22|Listado
10017|11|11|2|22|Locales
10043|11|11|2|22|Listado
10027|11|12|5|22|Locales
10017|11|13|7|22|Listado
10043|11|13|7|22|Listado
10017|11|14|5|22|Listado
10043|11|14|5|22|Listado
10009|11|15|6|22|Locales
10043|11|15|6|22|Listado
10017|11|16|8|22|Listado
10043|11|16|8|22|Listado
10017|11|17|5|22|Listado
10043|11|17|5|22|Listado
10024|11|18|4|22|Locales
10050|11|18|4|22|Listado
10013|11|19|7|22|Locales
10043|11|19|7|22|Listado
10017|11|20|3|22|Listado
10034|11|20|3|22|Locales
10024|11|21|11|22|Locales
10050|11|21|11|22|Listado
10030|11|22|3|22|Locales
10017|12|1|6|22|Locales
10043|12|1|6|22|Listado
10043|12|2|1|22|Locales
10024|12|3|5|22|Locales
10050|12|3|5|22|Locales
10017|12|4|4|22|Locales
10046|12|4|4|22|Listado
10027|12|5|1|22|Listado
10024|12|6|3|22|Listado
10050|12|6|3|22|Locales
10024|12|7|3|22|Listado
10050|12|7|3|22|Locales
10024|12|8|3|22|Locales
10050|12|8|3|22|Locales
10017|12|9|7|22|Locales
10039|12|9|7|22|Listado
10017|12|11|7|22|Locales
10046|12|11|7|22|Locales
10017|12|12|8|22|Locales
10046|12|12|8|22|Listado
10017|12|15|1|22|Listado
10046|12|15|1|22|Listado
10024|12|16|3|22|Locales
10050|12|16|3|22|Listado
10017|12|17|4|22|Listado
10046|12|17|4|22|Listado
10017|12|18|4|22|Listado
10046|12|18|4|22|Listado
10024|12|19|4|22|Locales
10050|12|19|4|22|Locales
10024|12|20|1|22|Locales
10050|12|20|1|22|Locales
10024|12|21|6|22|Locales
10050|12|21|6|22|Locales
10017|12|22|3|22|Locales
10046|12|22|3|22|Locales
10009|13|1|10|22|Locales
10046|13|1|10|22|Locales
10017|13|2|4|22|Listado
10046|13|2|4|22|Listado
10017|13|3|1|22|Listado
10039|13|3|1|22|Listado
10024|13|4|8|22|Listado
10050|13|4|8|22|Listado
10017|13|5|7|22|Listado
10046|13|5|7|22|Locales
10026|13|6|8|22|Locales
10030|13|6|8|22|Locales
10024|13|10|6|22|Locales
10050|13|10|6|22|Listado
10017|13|11|1|22|Locales
10046|13|11|1|22|Locales
10017|13|12|5|22|Listado
10046|13|12|5|22|Listado
10017|13|13|7|22|Listado
10046|13|13|7|22|Locales
10027|13|18|7|22|Listado
10026|13|19|12|22|Listado
10030|13|19|12|22|Listado
10024|13|22|1|22|Listado
10050|13|22|1|22|Locales
10024|13|24|5|22|Listado
10050|13|24|5|22|Listado
10017|13|25|8|22|Listado
10046|13|25|8|22|Listado
10017|13|29|6|22|Locales
10046|13|29|6|22|Locales
10017|14|4|9|22|Locales
10046|14|4|9|22|Listado
10024|14|5|9|22|Locales
10050|14|5|9|22|Listado
10024|14|7|7|22|Listado
10050|14|7|7|22|Locales
10026|14|8|8|22|Listado
10017|14|9|13|22|Listado
10046|14|9|13|22|Locales
10017|14|13|6|22|Listado
10046|14|13|6|22|Listado
10024|14|21|1|22|Locales
10050|14|21|1|22|Listado
10017|14|22|10|22|Locales
10046|14|22|10|22|Listado
10026|15|1|8|22|Locales
10030|15|1|8|22|Locales
10024|15|2|1|22|Listado
10050|15|2|1|22|Locales
10017|15|3|4|22|Locales
10046|15|3|4|22|Listado
10024|15|4|8|22|Listado
10050|15|4|8|22|Locales
10030|15|5|7|22|Locales
10024|15|6|4|22|Listado
10050|15|6|4|22|Listado
10030|15|8|3|22|Locales
10017|15|9|2|22|Locales
10039|15|9|2|22|Listado
10017|15|10|3|22|Listado
10034|15|10|3|22|Locales
10026|15|11|6|22|Locales
10030|15|11|6|22|Locales
10017|15|12|1|22|Locales
10035|15|12|1|22|Locales
10024|15|13|2|22|Listado
10050|15|13|2|22|Listado
10028|15|14|5|22|Listado
10017|15|15|2|22|Locales
10039|15|15|2|22|Locales
10017|15|16|10|22|Locales
10026|15|16|10|22|Listado
10039|15|16|10|22|Listado
10024|15|17|6|22|Locales
10050|15|17|6|22|Listado
10017|15|20|7|22|Listado
10046|15|20|7|22|Locales
10018|4|27|6|22|Listado
10029|8|18|2|22|Locales
10040|8|18|2|22|Locales
10017|1|8|11|22|Listado
10047|1|8|11|22|Locales
10017|6|4|12|22|Locales
10038|6|4|12|22|Locales
10017|12|10|12|22|Locales
10046|12|10|12|22|Locales
10036|14|11|17|22|Locales
10026|1|2|21|22|Locales
10036|1|1|1|23|Locales
10017|1|7|13|23|Locales
10047|1|7|13|23|Locales
10017|1|8|10|23|Locales
10039|1|8|10|23|Listado
10017|1|9|13|23|Locales
10047|1|9|13|23|Locales
10014|1|13|1|23|Locales
10049|1|13|1|23|Listado
10017|1|16|11|23|Locales
10039|1|16|11|23|Locales
10027|1|22|10|23|Locales
10017|1|24|3|23|Locales
10039|1|24|3|23|Listado
10017|1|27|7|23|Locales
10039|1|27|7|23|Listado
10017|2|2|3|23|Locales
10042|2|2|3|23|Locales
10027|3|9|10|23|Locales
10030|3|26|8|23|Locales
10049|3|26|8|23|Locales
10017|3|27|4|23|Locales
10037|3|27|4|23|Locales
10017|4|2|10|23|Listado
10045|4|2|10|23|Locales
10027|4|3|5|23|Listado
10017|4|4|5|23|Listado
10039|4|4|5|23|Listado
10017|4|5|7|23|Locales
10039|4|5|7|23|Locales
10027|4|6|5|23|Listado
10027|4|7|10|23|Listado
10028|4|8|7|23|Locales
10035|4|8|7|23|Listado
10019|4|9|1|23|Locales
10018|4|10|1|23|Locales
10017|4|12|2|23|Locales
10039|4|12|2|23|Locales
10017|4|13|10|23|Locales
10045|4|13|10|23|Listado
10017|4|15|9|23|Listado
10045|4|15|9|23|Locales
10017|4|16|8|23|Listado
10045|4|16|8|23|Locales
10010|4|17|1|23|Listado
10045|4|17|1|23|Locales
10024|4|19|7|23|Listado
10019|4|20|6|23|Locales
10017|4|21|4|23|Locales
10045|4|21|4|23|Locales
10017|4|22|8|23|Locales
10039|4|22|8|23|Locales
10045|4|22|8|23|Locales
10017|4|23|2|23|Listado
10035|4|23|2|23|Listado
10021|5|17|11|23|Locales
10049|5|17|11|23|Locales
10017|5|18|7|23|Listado
10037|5|18|7|23|Listado
10026|5|20|5|23|Locales
10024|5|21|9|23|Locales
10049|5|21|9|23|Locales
10024|5|22|9|23|Listado
10049|5|22|9|23|Listado
10049|6|1|9|23|Locales
10019|6|1|9|23|Locales
10017|6|3|10|23|Listado
10038|6|3|10|23|Listado
10017|6|4|8|23|Listado
10032|6|4|8|23|Listado
10024|6|16|10|23|Locales
10049|6|16|10|23|Locales
10030|6|21|10|23|Locales
10030|7|1|5|23|Locales
10024|7|2|8|23|Locales
10030|7|3|4|23|Listado
10017|7|4|7|23|Listado
10034|7|4|7|23|Listado
10017|7|5|1|23|Locales
10046|7|5|1|23|Locales
10017|7|7|10|23|Listado
10046|7|7|10|23|Listado
10017|7|12|6|23|Locales
10046|7|12|6|23|Listado
10017|7|13|8|23|Locales
10039|7|13|8|23|Listado
10011|7|14|4|23|Locales
10046|7|14|4|23|Locales
10017|7|15|1|23|Listado
10039|7|15|1|23|Listado
10009|7|16|3|23|Listado
10047|7|16|3|23|Locales
10045|7|17|6|23|Listado
10027|7|20|5|23|Listado
10017|7|21|8|23|Locales
10047|7|21|8|23|Locales
10017|7|22|4|23|Locales
10035|7|22|4|23|Locales
10017|7|23|9|23|Locales
10047|7|23|9|23|Locales
10030|7|24|6|23|Locales
10024|8|2|9|23|Locales
10017|8|3|3|23|Listado
10046|8|3|3|23|Locales
10011|8|4|7|23|Listado
10046|8|4|7|23|Listado
10013|8|5|3|23|Listado
10046|8|5|3|23|Listado
10030|8|6|6|23|Listado
10017|8|8|6|23|Locales
10046|8|8|6|23|Locales
10027|8|9|5|23|Locales
10024|8|12|5|23|Listado
10017|8|13|3|23|Listado
10046|8|13|3|23|Locales
10024|9|2|11|23|Locales
10050|9|2|11|23|Locales
10017|9|3|2|23|Listado
10035|9|3|2|23|Locales
10024|9|4|2|23|Locales
10050|9|4|2|23|Locales
10017|9|5|9|23|Locales
10046|9|5|9|23|Locales
10024|9|6|6|23|Locales
10050|9|6|6|23|Listado
10024|9|7|2|23|Locales
10050|9|7|2|23|Locales
10017|9|8|2|23|Locales
10043|9|8|2|23|Listado
10030|9|9|7|23|Locales
10017|9|10|3|23|Listado
10043|9|10|3|23|Listado
10024|9|11|8|23|Listado
10050|9|11|8|23|Locales
10027|9|12|4|23|Listado
10027|9|13|1|23|Listado
10024|9|14|2|23|Locales
10050|9|14|2|23|Locales
10010|9|15|1|23|Listado
10043|9|15|1|23|Locales
10013|9|16|7|23|Listado
10043|9|16|7|23|Listado
10050|10|1|6|23|Listado
10024|10|1|6|23|Locales
10017|10|2|3|23|Locales
10043|10|2|3|23|Locales
10017|10|3|5|23|Locales
10043|10|3|5|23|Listado
10024|10|4|3|23|Locales
10050|10|4|3|23|Listado
10017|10|5|2|23|Locales
10043|10|5|2|23|Locales
10013|10|6|5|23|Locales
10043|10|6|5|23|Locales
10030|10|7|5|23|Listado
10017|10|8|4|23|Locales
10043|10|8|4|23|Locales
10030|10|9|1|23|Locales
10009|10|10|4|23|Listado
10043|10|10|4|23|Listado
10024|10|11|8|23|Locales
10050|10|11|8|23|Locales
10028|10|12|8|23|Locales
10030|10|13|6|23|Listado
10030|10|14|4|23|Listado
10034|10|14|4|23|Locales
10024|10|15|5|23|Locales
10050|10|15|5|23|Locales
10017|10|16|5|23|Locales
10043|10|16|5|23|Listado
10024|10|17|6|23|Listado
10050|10|17|6|23|Listado
10024|10|18|1|23|Locales
10050|10|18|1|23|Locales
10017|10|19|9|23|Listado
10043|10|19|9|23|Locales
10024|11|1|4|23|Listado
10050|11|1|4|23|Locales
10010|11|2|1|23|Locales
10043|11|2|1|23|Listado
10024|11|3|1|23|Listado
10050|11|3|1|23|Locales
10017|11|4|3|23|Locales
10039|11|4|3|23|Locales
10024|11|5|3|23|Listado
10050|11|5|3|23|Listado
10017|11|6|4|23|Locales
10043|11|6|4|23|Listado
10017|11|7|3|23|Locales
10043|11|7|3|23|Listado
10030|11|8|6|23|Locales
10017|11|9|2|23|Listado
10043|11|9|2|23|Listado
