muestra|Comuna|Fraccion|Radio|Manzana|relevamiento
10035|12|13|2|8|Locales
10024|12|14|5|8|Listado
10050|12|14|5|8|Listado
10024|12|17|1|8|Locales
10050|12|17|1|8|Locales
10024|12|18|2|8|Locales
10050|12|18|2|8|Listado
10012|12|19|7|8|Listado
10046|12|19|7|8|Locales
10024|12|20|1|8|Listado
10050|12|20|1|8|Listado
10024|12|21|4|8|Listado
10050|12|21|4|8|Listado
10024|12|22|1|8|Listado
10050|12|22|1|8|Listado
10024|13|1|3|8|Listado
10050|13|1|3|8|Locales
10017|13|2|5|8|Locales
10039|13|2|5|8|Listado
10017|13|3|2|8|Locales
10048|13|3|2|8|Locales
10017|13|4|3|8|Locales
10046|13|4|3|8|Listado
10027|13|6|2|8|Locales
10046|13|7|4|8|Locales
10017|13|7|4|8|Listado
10026|13|9|8|8|Listado
10017|13|10|5|8|Locales
10046|13|10|5|8|Locales
10017|13|11|3|8|Locales
10046|13|11|3|8|Locales
10024|13|12|2|8|Listado
10050|13|12|2|8|Listado
10017|13|13|3|8|Listado
10046|13|13|3|8|Listado
10009|13|14|5|8|Locales
10046|13|14|5|8|Listado
10027|13|15|6|8|Locales
10009|13|16|5|8|Listado
10046|13|16|5|8|Locales
10024|13|17|4|8|Listado
10050|13|17|4|8|Listado
10030|13|18|3|8|Listado
10017|13|19|5|8|Listado
10035|13|19|5|8|Locales
10017|13|20|6|8|Locales
10035|13|20|6|8|Locales
10039|13|20|6|8|Listado
10017|13|21|8|8|Locales
10046|13|21|8|8|Listado
10017|13|22|5|8|Listado
10046|13|22|5|8|Locales
10009|13|23|4|8|Listado
10046|13|23|4|8|Listado
10017|13|24|4|8|Locales
10046|13|24|4|8|Listado
10024|13|25|2|8|Locales
10050|13|25|2|8|Listado
10024|13|26|4|8|Locales
10050|13|26|4|8|Listado
10024|13|27|6|8|Listado
10050|13|27|6|8|Listado
10027|13|28|7|8|Listado
10024|13|29|5|8|Listado
10050|13|29|5|8|Locales
10024|14|1|4|8|Listado
10050|14|1|4|8|Locales
10026|14|2|6|8|Locales
10030|14|2|6|8|Locales
10024|14|3|6|8|Locales
10034|14|3|6|8|Listado
10017|14|4|3|8|Locales
10046|14|4|3|8|Listado
10027|14|5|3|8|Locales
10027|14|7|5|8|Locales
10024|14|8|4|8|Locales
10050|14|8|4|8|Locales
10012|14|9|5|8|Listado
10046|14|9|5|8|Listado
10017|14|11|6|8|Locales
10046|14|11|6|8|Listado
10017|14|12|5|8|Listado
10039|14|12|5|8|Locales
10026|14|13|3|8|Locales
10017|14|14|4|8|Locales
10046|14|14|4|8|Locales
10017|14|15|8|8|Listado
10035|14|15|8|8|Listado
10024|14|16|3|8|Locales
10050|14|16|3|8|Listado
10024|14|17|6|8|Locales
10050|14|17|6|8|Locales
10009|14|18|1|8|Locales
10046|14|18|1|8|Locales
10017|14|21|6|8|Locales
10046|14|21|6|8|Listado
10017|14|22|3|8|Listado
10046|14|22|3|8|Listado
10024|14|23|4|8|Locales
10050|14|23|4|8|Locales
10026|14|24|5|8|Listado
10024|14|25|5|8|Locales
10050|14|25|5|8|Locales
10026|14|27|2|8|Listado
10024|14|28|2|8|Listado
10050|14|28|2|8|Listado
10017|14|29|6|8|Locales
10046|14|29|6|8|Locales
10024|14|30|7|8|Listado
10050|14|30|7|8|Listado
10017|14|31|2|8|Locales
10046|14|31|2|8|Locales
10024|15|1|7|8|Locales
10050|15|1|7|8|Listado
10009|15|2|4|8|Locales
10046|15|2|4|8|Listado
10017|15|3|5|8|Locales
10046|15|3|5|8|Locales
10017|15|4|3|8|Listado
10046|15|4|3|8|Locales
10017|15|5|2|8|Locales
10046|15|5|2|8|Listado
10026|15|6|2|8|Locales
10030|15|6|2|8|Listado
10017|15|7|1|8|Locales
10049|15|7|1|8|Locales
10024|15|8|4|8|Listado
10050|15|8|4|8|Locales
10017|15|9|2|8|Listado
10039|15|9|2|8|Locales
10027|15|10|7|8|Listado
10017|15|11|1|8|Locales
10039|15|11|1|8|Locales
10027|15|12|5|8|Listado
10024|15|13|1|8|Listado
10050|15|13|1|8|Listado
10017|15|14|1|8|Listado
10046|15|14|1|8|Listado
10017|15|15|6|8|Locales
10035|15|15|6|8|Listado
10030|15|16|3|8|Locales
10026|15|18|4|8|Listado
10030|15|18|4|8|Listado
10028|15|19|6|8|Listado
10024|15|20|12|8|Listado
10050|15|20|12|8|Listado
10024|15|21|5|8|Listado
10050|15|21|5|8|Locales
10018|4|27|3|8|Locales
10017|5|1|11|8|Listado
10037|5|1|11|8|Locales
10029|8|18|6|8|Listado
10040|8|18|6|8|Listado
10017|11|18|10|8|Listado
10034|11|18|10|8|Listado
10017|12|15|14|8|Listado
10046|12|15|14|8|Locales
10036|12|16|16|8|Locales
10017|13|5|11|8|Listado
10046|13|5|11|8|Listado
10036|13|8|11|8|Listado
10026|1|2|21|8|Locales
10036|1|1|1|9|Locales
10017|1|4|3|9|Listado
10039|1|4|3|9|Listado
10017|1|5|2|9|Locales
10039|1|5|2|9|Listado
10017|1|6|8|9|Listado
10047|1|6|8|9|Locales
10017|1|7|2|9|Listado
10039|1|7|2|9|Locales
10014|1|8|5|9|Listado
10047|1|8|5|9|Listado
10014|1|9|8|9|Locales
10047|1|9|8|9|Locales
10017|1|10|5|9|Listado
10047|1|10|5|9|Listado
10014|1|11|8|9|Locales
10047|1|11|8|9|Listado
10017|1|12|9|9|Locales
10035|1|12|9|9|Locales
10039|1|12|9|9|Locales
10014|1|13|1|9|Listado
10049|1|13|1|9|Listado
10017|1|15|1|9|Locales
10047|1|15|1|9|Listado
10017|1|16|3|9|Locales
10039|1|16|3|9|Locales
10024|1|17|8|9|Listado
10027|1|18|5|9|Listado
10017|1|19|8|9|Listado
10047|1|19|8|9|Locales
10030|1|20|8|9|Listado
10024|1|21|7|9|Listado
10024|1|22|1|9|Locales
10027|1|23|10|9|Listado
10017|1|24|2|9|Listado
10039|1|24|2|9|Locales
10027|1|25|4|9|Locales
10024|1|26|8|9|Locales
10017|1|27|8|9|Locales
10047|1|27|8|9|Locales
10028|1|28|7|9|Locales
10024|1|29|5|9|Listado
10017|2|2|3|9|Locales
10042|2|2|3|9|Listado
10014|2|3|5|9|Listado
10042|2|3|5|9|Locales
10009|2|4|3|9|Listado
10042|2|4|3|9|Locales
10014|2|5|6|9|Listado
10042|2|5|6|9|Listado
10024|2|6|8|9|Listado
10049|2|6|8|9|Listado
10017|2|7|8|9|Listado
10035|2|7|8|9|Listado
10027|2|8|1|9|Locales
10017|2|9|5|9|Locales
10042|2|9|5|9|Locales
10028|2|10|7|9|Listado
10017|2|14|5|9|Locales
10039|2|14|5|9|Locales
10017|2|17|9|9|Listado
10039|2|17|9|9|Locales
10017|2|18|4|9|Listado
10042|2|18|4|9|Locales
10012|2|19|7|9|Locales
10032|2|19|7|9|Locales
10017|2|20|8|9|Listado
10042|2|20|8|9|Locales
10017|2|23|9|9|Locales
10035|2|23|9|9|Listado
10017|2|25|6|9|Listado
10042|2|25|6|9|Locales
10024|3|1|5|9|Locales
10049|3|1|5|9|Locales
10027|3|2|6|9|Locales
10030|3|3|9|9|Locales
10017|3|4|7|9|Locales
10041|3|4|7|9|Listado
10017|3|5|3|9|Listado
10041|3|5|3|9|Locales
10011|3|6|7|9|Locales
10041|3|6|7|9|Locales
10030|3|7|8|9|Listado
10017|3|8|7|9|Locales
10037|3|8|7|9|Locales
10039|3|8|7|9|Listado
10041|3|8|7|9|Locales
10024|3|9|7|9|Locales
10049|3|9|7|9|Locales
10030|3|10|7|9|Locales
10017|3|11|7|9|Listado
10035|3|11|7|9|Listado
10024|3|12|8|9|Listado
10049|3|12|8|9|Listado
10030|3|13|9|9|Locales
10030|3|14|8|9|Listado
10049|3|15|5|9|Listado
10024|3|15|5|9|Listado
10017|3|16|8|9|Listado
10035|3|16|8|9|Locales
10017|3|17|6|9|Locales
10037|3|17|6|9|Listado
10019|3|18|9|9|Listado
10049|3|18|9|9|Listado
10030|3|19|7|9|Listado
10030|3|20|8|9|Locales
10024|3|21|6|9|Listado
10049|3|21|6|9|Listado
10030|3|22|8|9|Locales
10019|3|23|8|9|Locales
10049|3|23|8|9|Listado
10030|3|24|6|9|Locales
10017|3|25|5|9|Listado
10037|3|25|5|9|Listado
10019|3|26|4|9|Listado
10049|3|26|4|9|Listado
10017|4|1|2|9|Locales
10045|4|1|2|9|Locales
10017|4|2|10|9|Listado
10045|4|2|10|9|Locales
10019|4|3|7|9|Locales
10030|4|4|3|9|Locales
10024|4|5|1|9|Locales
10027|4|6|7|9|Listado
10030|4|7|3|9|Listado
10019|4|8|3|9|Locales
10027|4|9|3|9|Locales
10017|4|11|2|9|Locales
10045|4|11|2|9|Listado
10017|4|12|4|9|Listado
10045|4|12|4|9|Locales
10017|4|13|6|9|Listado
10045|4|13|6|9|Locales
10028|4|14|3|9|Locales
10017|4|15|4|9|Locales
10045|4|15|4|9|Listado
10017|4|16|4|9|Listado
10045|4|16|4|9|Listado
10010|4|17|1|9|Locales
10045|4|17|1|9|Listado
10017|4|20|1|9|Locales
10045|4|20|1|9|Locales
10017|4|22|2|9|Locales
10039|4|22|2|9|Listado
10017|4|23|4|9|Listado
10039|4|23|4|9|Listado
10030|5|1|3|9|Listado
10021|5|2|9|9|Locales
10049|5|2|9|9|Locales
10017|5|3|7|9|Listado
10037|5|3|7|9|Locales
10017|5|4|8|9|Listado
10037|5|4|8|9|Listado
10009|5|5|3|9|Locales
10037|5|5|3|9|Listado
10020|5|6|6|9|Listado
10049|5|6|6|9|Locales
10021|5|7|8|9|Listado
10049|5|7|8|9|Listado
10021|5|8|8|9|Listado
10024|5|8|8|9|Locales
10049|5|8|8|9|Locales
10027|5|9|9|9|Locales
10027|5|10|5|9|Locales
10017|5|11|8|9|Listado
10037|5|11|8|9|Listado
10017|5|12|1|9|Locales
10037|5|12|1|9|Listado
10021|5|13|7|9|Locales
10049|5|13|7|9|Locales
10017|5|14|7|9|Locales
10037|5|14|7|9|Locales
10026|5|15|6|9|Locales
10017|5|16|5|9|Listado
10037|5|16|5|9|Listado
10030|5|17|1|9|Listado
10026|5|18|4|9|Listado
10017|5|19|5|9|Listado
10037|5|19|5|9|Locales
10026|5|20|3|9|Listado
10017|5|21|4|9|Locales
10037|5|21|4|9|Locales
10027|5|22|4|9|Locales
10024|6|1|3|9|Listado
10049|6|1|3|9|Locales
10030|6|2|2|9|Locales
10020|6|3|2|9|Listado
10049|6|3|2|9|Listado
10024|6|4|4|9|Locales
10049|6|4|4|9|Locales
10024|6|5|5|9|Listado
10049|6|5|5|9|Locales
10030|6|6|8|9|Listado
10017|6|7|2|9|Listado
10038|6|7|2|9|Locales
10030|6|8|1|9|Locales
10024|6|9|6|9|Listado
10049|6|9|6|9|Locales
10017|6|10|1|9|Listado
10032|6|10|1|9|Listado
10017|6|11|5|9|Locales
10035|6|11|5|9|Locales
10010|6|12|4|9|Locales
10046|6|12|4|9|Locales
10017|6|13|8|9|Listado
10046|6|13|8|9|Listado
10024|6|14|5|9|Listado
10049|6|14|5|9|Listado
10017|6|15|6|9|Locales
10046|6|15|6|9|Locales
10017|6|16|6|9|Listado
10035|6|16|6|9|Listado
10020|6|17|7|9|Listado
10049|6|17|7|9|Listado
10017|6|18|5|9|Listado
10046|6|18|5|9|Locales
10012|6|20|7|9|Locales
10046|6|20|7|9|Listado
10012|6|21|6|9|Locales
10046|6|21|6|9|Locales
10013|7|1|1|9|Locales
10046|7|1|1|9|Locales
10017|7|2|1|9|Listado
10046|7|2|1|9|Locales
10017|7|3|1|9|Locales
10046|7|3|1|9|Listado
10009|7|4|6|9|Listado
10046|7|4|6|9|Listado
10017|7|5|3|9|Listado
10046|7|5|3|9|Listado
10017|7|6|7|9|Locales
10039|7|6|7|9|Listado
10017|7|7|7|9|Locales
10046|7|7|7|9|Listado
10017|7|8|6|9|Locales
10039|7|8|6|9|Listado
10017|7|9|11|9|Listado
10046|7|9|11|9|Locales
10024|7|10|9|9|Locales
10030|7|11|5|9|Listado
10011|7|12|4|9|Locales
10046|7|12|4|9|Locales
10017|7|13|4|9|Locales
10046|7|13|4|9|Listado
10020|7|14|3|9|Listado
10017|7|16|2|9|Locales
10047|7|16|2|9|Listado
10025|7|18|7|9|Locales
10024|7|19|1|9|Listado
10034|7|19|1|9|Locales
10009|7|20|1|9|Locales
10046|7|20|1|9|Locales
10013|7|22|8|9|Listado
10047|7|22|8|9|Listado
10017|7|23|2|9|Listado
10047|7|23|2|9|Locales
10017|7|24|4|9|Listado
10049|7|24|4|9|Listado
10024|8|1|2|9|Listado
10024|8|2|7|9|Listado
10017|8|3|2|9|Listado
10039|8|3|2|9|Locales
10030|8|4|4|9|Locales
10030|8|5|1|9|Locales
10036|8|7|2|9|Locales
10017|8|8|5|9|Listado
10049|8|8|5|9|Locales
10017|8|9|3|9|Locales
10046|8|9|3|9|Listado
10024|8|10|1|9|Locales
10024|8|11|3|9|Locales
10024|8|12|3|9|Listado
10018|8|13|1|9|Listado
10024|8|14|3|9|Locales
10024|8|16|8|9|Locales
10025|8|17|5|9|Locales
10028|9|2|2|9|Listado
10017|9|3|6|9|Listado
10039|9|3|6|9|Listado
10017|9|4|3|9|Locales
10041|9|4|3|9|Listado
10017|9|5|2|9|Listado
10046|9|5|2|9|Listado
10017|9|6|2|9|Locales
10043|9|6|2|9|Listado
10024|9|7|1|9|Listado
10050|9|7|1|9|Listado
10017|9|8|1|9|Locales
10043|9|8|1|9|Locales
10017|9|9|2|9|Locales
10043|9|9|2|9|Listado
10028|9|10|4|9|Listado
10030|9|11|1|9|Locales
10017|9|12|1|9|Listado
10043|9|12|1|9|Listado
10024|9|13|3|9|Locales
10050|9|13|3|9|Listado
10017|9|14|1|9|Locales
10043|9|14|1|9|Locales
10028|9|15|2|9|Locales
10017|9|16|4|9|Listado
10035|9|16|4|9|Listado
10017|10|1|2|9|Listado
10043|10|1|2|9|Locales
10024|10|2|1|9|Locales
10050|10|2|1|9|Listado
10024|10|3|1|9|Listado
10050|10|3|1|9|Locales
10017|10|4|1|9|Locales
10035|10|4|1|9|Locales
10017|10|5|3|9|Listado
10043|10|5|3|9|Locales
10028|10|6|3|9|Locales
10024|10|7|3|9|Listado
10050|10|7|3|9|Locales
10024|10|8|3|9|Locales
10050|10|8|3|9|Locales
10009|10|9|4|9|Listado
10043|10|9|4|9|Locales
10030|10|10|2|9|Listado
10017|10|11|3|9|Locales
10043|10|11|3|9|Listado
10030|10|12|5|9|Locales
10030|10|13|2|9|Locales
10013|10|14|1|9|Locales
10034|10|14|1|9|Listado
10028|10|15|2|9|Locales
10017|10|16|2|9|Locales
10043|10|16|2|9|Locales
10024|10|17|1|9|Locales
10050|10|17|1|9|Listado
10024|10|18|6|9|Locales
10050|10|18|6|9|Locales
10017|10|19|1|9|Locales
10039|10|19|1|9|Listado
10027|11|1|3|9|Listado
10010|11|2|1|9|Listado
10043|11|2|1|9|Locales
10017|11|3|2|9|Locales
10043|11|3|2|9|Locales
10017|11|4|4|9|Locales
10043|11|4|4|9|Locales
10017|11|5|2|9|Listado
10043|11|5|2|9|Locales
10017|11|6|4|9|Locales
10043|11|6|4|9|Locales
10017|11|7|1|9|Locales
10043|11|7|1|9|Listado
10017|11|8|2|9|Locales
10043|11|8|2|9|Listado
10017|11|9|6|9|Listado
10043|11|9|6|9|Listado
10024|11|10|2|9|Locales
10050|11|10|2|9|Locales
10017|11|11|2|9|Listado
10043|11|11|2|9|Locales
10017|11|12|3|9|Listado
10043|11|12|3|9|Listado
10017|11|13|4|9|Listado
10043|11|13|4|9|Listado
10017|11|14|2|9|Listado
10043|11|14|2|9|Locales
10024|11|15|4|9|Locales
10050|11|15|4|9|Listado
10017|11|16|3|9|Locales
10043|11|16|3|9|Locales
10024|11|17|2|9|Locales
10050|11|17|2|9|Listado
10017|11|18|6|9|Listado
10039|11|18|6|9|Locales
10024|11|19|4|9|Listado
10050|11|19|4|9|Listado
10024|11|20|4|9|Listado
10050|11|20|4|9|Listado
10017|11|21|4|9|Listado
10043|11|21|4|9|Listado
10017|11|22|1|9|Listado
10043|11|22|1|9|Listado
10024|12|1|5|9|Locales
10050|12|1|5|9|Locales
10017|12|2|1|9|Locales
10043|12|2|1|9|Listado
10030|12|3|3|9|Listado
10013|12|5|6|9|Locales
10043|12|5|6|9|Locales
10024|12|6|3|9|Locales
10050|12|6|3|9|Listado
10010|12|7|2|9|Locales
10043|12|7|2|9|Locales
10017|12|9|3|9|Locales
10043|12|9|3|9|Locales
10017|12|10|4|9|Locales
10039|12|10|4|9|Listado
10017|12|12|5|9|Locales
10046|12|12|5|9|Locales
10017|12|13|2|9|Locales
10035|12|13|2|9|Listado
10017|12|14|6|9|Listado
10039|12|14|6|9|Listado
10024|12|17|1|9|Locales
10050|12|17|1|9|Listado
10050|12|18|2|9|Listado
10024|12|18|2|9|Locales
10012|12|19|7|9|Listado
10046|12|19|7|9|Listado
10024|12|20|1|9|Locales
10050|12|20|1|9|Locales
10024|12|21|4|9|Locales
10050|12|21|4|9|Listado
10024|12|22|1|9|Listado
10050|12|22|1|9|Listado
10024|13|1|3|9|Listado
10050|13|1|3|9|Locales
10017|13|2|5|9|Locales
10039|13|2|5|9|Listado
10017|13|4|4|9|Locales
10046|13|4|4|9|Listado
10017|13|5|4|9|Locales
10046|13|5|4|9|Listado
10027|13|6|2|9|Locales
10017|13|7|4|9|Listado
10046|13|7|4|9|Locales
10013|13|8|9|9|Listado
10046|13|8|9|9|Locales
10026|13|9|9|9|Listado
10017|13|11|1|9|Locales
10046|13|11|1|9|Locales
10024|13|12|2|9|Locales
10050|13|12|2|9|Locales
10010|13|13|5|9|Listado
10046|13|13|5|9|Locales
10013|13|14|6|9|Locales
10046|13|14|6|9|Locales
10017|13|15|7|9|Listado
10046|13|15|7|9|Locales
10009|13|16|6|9|Listado
10046|13|16|6|9|Listado
10026|13|17|3|9|Locales
10030|13|17|3|9|Listado
10030|13|18|3|9|Listado
10017|13|19|5|9|Listado
10035|13|19|5|9|Locales
10026|13|20|7|9|Locales
10030|13|20|7|9|Locales
10017|13|21|1|9|Locales
10046|13|21|1|9|Listado
10017|13|22|6|9|Listado
10035|13|22|6|9|Locales
10017|13|23|5|9|Locales
10034|13|23|5|9|Listado
10017|13|24|4|9|Locales
10046|13|24|4|9|Listado
10026|13|25|3|9|Listado
10024|13|26|5|9|Locales
10050|13|26|5|9|Listado
10026|13|28|8|9|Listado
10024|13|29|4|9|Listado
10050|13|29|4|9|Listado
10017|14|1|5|9|Listado
10039|14|1|5|9|Locales
10030|14|2|7|9|Listado
10009|14|3|7|9|Locales
10046|14|3|7|9|Locales
10027|14|4|4|9|Locales
10017|14|5|4|9|Listado
10046|14|5|4|9|Locales
10027|14|6|5|9|Listado
10027|14|7|5|9|Listado
10026|14|8|5|9|Listado
10013|14|9|6|9|Locales
10046|14|9|6|9|Listado
10017|14|11|7|9|Locales
10046|14|11|7|9|Locales
10024|14|12|1|9|Locales
10050|14|12|1|9|Listado
10024|14|13|4|9|Listado
10050|14|13|4|9|Listado
10017|14|14|4|9|Locales
10046|14|14|4|9|Locales
10024|14|16|3|9|Listado
10050|14|16|3|9|Listado
10024|14|17|7|9|Locales
10050|14|17|7|9|Locales
10026|14|18|8|9|Locales
10030|14|18|8|9|Locales
10017|14|21|6|9|Listado
10046|14|21|6|9|Locales
10024|14|22|4|9|Locales
10050|14|22|4|9|Listado
10024|14|23|5|9|Listado
10050|14|23|5|9|Listado
10024|14|24|6|9|Locales
10050|14|24|6|9|Listado
10024|14|25|6|9|Locales
10050|14|25|6|9|Listado
10017|14|27|1|9|Locales
10046|14|27|1|9|Listado
10017|14|28|1|9|Locales
10035|14|28|1|9|Locales
10017|14|29|7|9|Listado
10035|14|29|7|9|Listado
10017|14|30|8|9|Locales
10039|14|30|8|9|Listado
10010|14|31|3|9|Locales
10046|14|31|3|9|Listado
10024|15|1|7|9|Listado
10050|15|1|7|9|Locales
10012|15|2|5|9|Locales
10046|15|2|5|9|Locales
10017|15|3|5|9|Listado
10046|15|3|5|9|Locales
10017|15|4|3|9|Locales
10046|15|4|3|9|Locales
10017|15|5|2|9|Locales
10046|15|5|2|9|Locales
10026|15|6|2|9|Locales
10030|15|6|2|9|Locales
10017|15|8|2|9|Locales
10046|15|8|2|9|Listado
10017|15|9|2|9|Locales
10039|15|9|2|9|Listado
10017|15|10|10|9|Listado
10046|15|10|10|9|Locales
10026|15|11|3|9|Listado
10030|15|11|3|9|Listado
10027|15|12|5|9|Listado
10024|15|13|1|9|Listado
10050|15|13|1|9|Listado
10017|15|14|2|9|Locales
10046|15|14|2|9|Listado
10017|15|15|5|9|Locales
10046|15|15|5|9|Locales
10030|15|16|3|9|Listado
10017|15|17|2|9|Listado
10046|15|17|2|9|Listado
10024|15|18|8|9|Listado
10050|15|18|8|9|Listado
10024|15|19|7|9|Locales
10050|15|19|7|9|Locales
10024|15|20|12|9|Locales
10050|15|20|12|9|Listado
10030|15|21|6|9|Listado
10018|4|27|3|9|Listado
10029|8|18|6|9|Locales
10040|8|18|6|9|Listado
10017|7|21|13|9|Locales
10047|7|21|13|9|Listado
10017|12|8|12|9|Locales
10043|12|8|12|9|Locales
10017|12|15|14|9|Locales
10046|12|15|14|9|Locales
10017|12|16|20|9|Locales
10046|12|16|20|9|Locales
10017|13|10|13|9|Locales
10046|13|10|13|9|Locales
10017|13|27|11|9|Listado
10046|13|27|11|9|Listado
10026|1|2|21|9|Listado
10026|1|3|1|10|Listado
10017|1|4|3|10|Locales
10039|1|4|3|10|Locales
10014|1|5|3|10|Listado
10047|1|5|3|10|Locales
10030|1|6|9|10|Listado
10017|1|9|9|10|Listado
10039|1|9|9|10|Locales
10017|1|10|5|10|Locales
10047|1|10|5|10|Listado
10017|1|11|9|10|Locales
10039|1|11|9|10|Locales
10017|1|12|9|10|Locales
10035|1|12|9|10|Locales
10039|1|12|9|10|Listado
10014|1|13|1|10|Locales
10049|1|13|1|10|Locales
10017|1|15|1|10|Listado
10047|1|15|1|10|Listado
10017|1|16|4|10|Locales
10039|1|16|4|10|Locales
10017|1|17|5|10|Listado
10047|1|17|5|10|Locales
10017|1|18|6|10|Listado
10032|1|18|6|10|Locales
10024|1|19|9|10|Listado
10024|1|20|9|10|Listado
10024|1|21|8|10|Listado
10024|1|22|1|10|Listado
10014|1|23|9|10|Listado
10047|1|23|9|10|Listado
10017|1|24|3|10|Locales
10039|1|24|3|10|Listado
10030|1|25|3|10|Locales
10024|1|26|8|10|Locales
10028|1|28|7|10|Locales
10024|1|29|5|10|Locales
10014|2|3|5|10|Locales
10042|2|3|5|10|Listado
10009|2|4|4|10|Locales
10042|2|4|4|10|Locales
10027|2|5|9|10|Locales
10036|2|6|7|10|Locales
10009|2|7|9|10|Locales
10042|2|7|9|10|Locales
10030|2|9|6|10|Locales
10030|2|14|10|10|Listado
10017|2|17|9|10|Locales
10039|2|17|9|10|Listado
10017|2|18|4|10|Locales
10042|2|18|4|10|Listado
10012|2|19|7|10|Locales
10032|2|19|7|10|Listado
10017|2|25|6|10|Locales
10042|2|25|6|10|Locales
10024|3|1|5|10|Listado
10049|3|1|5|10|Listado
10017|3|2|10|10|Listado
10041|3|2|10|10|Locales
10017|3|3|10|10|Listado
10041|3|3|10|10|Locales
10017|3|4|8|10|Listado
10041|3|4|8|10|Listado
10021|3|5|2|10|Locales
10049|3|5|2|10|Locales
10017|3|7|9|10|Listado
10039|3|7|9|10|Listado
10041|3|7|9|10|Locales
10049|3|8|8|10|Listado
10024|3|8|8|10|Locales
10024|3|9|7|10|Locales
10049|3|9|7|10|Locales
10030|3|10|8|10|Listado
10017|3|11|8|10|Locales
10037|3|11|8|10|Locales
10017|3|12|9|10|Listado
10037|3|12|9|10|Listado
10024|3|13|10|10|Locales
10049|3|13|10|10|Listado
10017|3|14|9|10|Listado
10036|3|14|9|10|Listado
10024|3|15|5|10|Listado
10049|3|15|5|10|Locales
10017|3|16|9|10|Listado
10037|3|16|9|10|Listado
10017|3|17|6|10|Listado
10037|3|17|6|10|Locales
10024|3|18|10|10|Locales
10049|3|18|10|10|Listado
10030|3|19|7|10|Locales
10017|3|20|9|10|Listado
10037|3|20|9|10|Listado
10017|3|21|7|10|Locales
10037|3|21|7|10|Locales
10024|3|22|7|10|Locales
10049|3|22|7|10|Locales
10024|3|23|7|10|Listado
10049|3|23|7|10|Locales
10030|3|24|6|10|Locales
10017|3|25|5|10|Listado
10037|3|25|5|10|Locales
10019|3|26|4|10|Locales
10049|3|26|4|10|Locales
10017|4|1|2|10|Listado
10045|4|1|2|10|Locales
10019|4|3|7|10|Locales
10030|4|4|3|10|Listado
10024|4|5|1|10|Locales
10027|4|6|7|10|Listado
10017|4|7|11|10|Listado
10030|4|7|11|10|Listado
10019|4|8|3|10|Listado
10028|4|9|4|10|Listado
10017|4|11|2|10|Listado
10045|4|11|2|10|Listado
10017|4|12|4|10|Locales
10045|4|12|4|10|Locales
10017|4|13|6|10|Listado
10045|4|13|6|10|Listado
10017|4|14|4|10|Listado
10039|4|14|4|10|Listado
10045|4|14|4|10|Listado
10017|4|15|4|10|Locales
10045|4|15|4|10|Listado
10017|4|16|4|10|Listado
10045|4|16|4|10|Locales
10010|4|17|1|10|Listado
10045|4|17|1|10|Listado
10017|4|20|1|10|Listado
10045|4|20|1|10|Listado
10024|4|21|2|10|Locales
10017|4|22|3|10|Locales
10039|4|22|3|10|Locales
10017|5|1|2|10|Locales
10037|5|1|2|10|Locales
10017|5|2|2|10|Locales
10037|5|2|2|10|Locales
10017|5|3|5|10|Locales
10037|5|3|5|10|Listado
10030|5|4|9|10|Locales
10020|5|5|2|10|Locales
10049|5|5|2|10|Listado
10020|5|6|8|10|Locales
10049|5|6|8|10|Locales
10021|5|7|8|10|Listado
10049|5|7|8|10|Listado
10026|5|8|9|10|Locales
10017|5|9|5|10|Locales
10037|5|9|5|10|Locales
10027|5|10|5|10|Listado
10017|5|11|6|10|Listado
10037|5|11|6|10|Listado
10017|5|12|1|10|Locales
10037|5|12|1|10|Locales
10030|5|13|8|10|Locales
10017|5|14|7|10|Locales
10037|5|14|7|10|Listado
10026|5|15|6|10|Locales
10017|5|16|5|10|Locales
10037|5|16|5|10|Listado
10030|5|17|1|10|Listado
10026|5|18|4|10|Listado
10024|5|19|3|10|Listado
10049|5|19|3|10|Listado
10026|5|20|3|10|Listado
10017|5|21|4|10|Listado
10037|5|21|4|10|Listado
10027|5|22|4|10|Locales
10019|6|1|7|10|Locales
10049|6|1|7|10|Listado
10020|6|2|4|10|Listado
10049|6|2|4|10|Locales
10020|6|3|2|10|Locales
10049|6|3|2|10|Listado
10024|6|5|5|10|Locales
10049|6|5|5|10|Listado
10024|6|6|4|10|Locales
10049|6|6|4|10|Listado
10024|6|7|3|10|Listado
10049|6|7|3|10|Locales
10024|6|8|8|10|Listado
10049|6|8|8|10|Listado
10017|6|10|1|10|Listado
10032|6|10|1|10|Locales
10030|6|11|6|10|Locales
10010|6|12|4|10|Locales
10046|6|12|4|10|Locales
10017|6|13|9|10|Listado
10039|6|13|9|10|Locales
10017|6|14|6|10|Listado
10046|6|14|6|10|Listado
10017|6|15|6|10|Listado
10046|6|15|6|10|Listado
10017|6|16|6|10|Locales
10035|6|16|6|10|Locales
10020|6|17|7|10|Listado
10049|6|17|7|10|Listado
10030|6|18|6|10|Listado
10012|6|20|7|10|Locales
10046|6|20|7|10|Locales
10030|6|21|7|10|Listado
10013|7|1|1|10|Locales
10046|7|1|1|10|Locales
10017|7|2|1|10|Locales
10046|7|2|1|10|Locales
10030|7|3|4|10|Locales
10009|7|4|6|10|Locales
10046|7|4|6|10|Listado
10017|7|5|3|10|Listado
10046|7|5|3|10|Locales
10017|7|6|7|10|Locales
